id_estudiante,id_periodo,programa,cohorte,estatus_academico,cluster,distance_to_centroid,membership_score
IAG20240207,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,2.776106934742677,0.26482300879758985
IAG20240207,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2024,Regular,0,2.698075972507418,0.2704108859402277
IAG20240207,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Regular,0,2.8121795049591403,0.26231713346633667
IAG20240211,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Egresado,1,5.1529638300692095,0.16252330220324923
IAG20240211,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Egresado,1,4.728764320482917,0.17455771333174747
IAG20240211,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2024,Egresado,0,3.203840027025323,0.2378777483375383
IAG20240211,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Egresado,1,4.309911489082211,0.18832705630896393
IAG20240216,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,5.235304832558003,0.1603770828939176
IAG20240216,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Regular,0,2.9570525436324737,0.25271334888114105
IAG20240230,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,3.859766615732468,0.20577119830460813
IAG20240237,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,1,3.324618596795006,0.23123426439064582
IAG20240237,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Irregular,1,4.695042403397819,0.1755913177052681
IAG20240237,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2024,Regular,0,3.878807656328748,0.2049681132033989
IAG20240237,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Irregular,0,4.924253631537217,0.168797634638158
IAG20240250,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,3.8315252286696806,0.20697397874818538
IAG20240250,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Regular,0,2.725898388882368,0.2683916456186458
IAG20240250,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Irregular,1,6.149379816504346,0.13987227223422927
IAG20240277,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Regular,0,3.4962397500301954,0.22240806887428197
IAG20240277,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Regular,0,6.745346204446568,0.12910978716818425
IAG20240286,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Irregular,0,4.790137335115563,0.17270747516389287
IAG20240302,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,4.758671513608575,0.1736511620148597
IAG20240302,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Regular,1,5.32001853993026,0.158227383935971
IAG20240302,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2024,Irregular,0,4.701652099557678,0.17538776174673615
IAG20240302,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Irregular,1,4.989299344577866,0.16696443815340498
IAG20240321,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Regular,0,3.799420100090954,0.208358505641348
IAG20240347,Enero-Abril 2023,Ingeniería Agroindustrial,2024,Irregular,1,5.035279932042737,0.16569239724751822
IAG20240347,Mayo-Agosto 2023,Ingeniería Agroindustrial,2024,Irregular,0,5.173135236832915,0.16199223921636344
IAG20240347,Septiembre-Diciembre 2022,Ingeniería Agroindustrial,2024,Irregular,1,5.021441481560774,0.16607319079032173
IAG20240347,Septiembre-Diciembre 2023,Ingeniería Agroindustrial,2024,Irregular,1,4.595540210752032,0.17871375458592256
IBM20200010,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.707119522577898,0.21244414874180648
IBM20200010,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,4.604052018924209,0.17844231220965123
IBM20200010,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,4.0900990931383605,0.1964598295047019
IBM20200017,Enero-Abril 2023,Ingeniería Biomédica,2020,Baja Temporal,1,6.5781682324735975,0.13195801007885372
IBM20200017,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Baja Temporal,1,5.789011262332289,0.14729685389510772
IBM20200017,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Baja Temporal,1,6.363255706825916,0.13580948968986312
IBM20200042,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,1,2.55655116567708,0.2811712677299905
IBM20200042,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,4.703006505869301,0.17534610892883268
IBM20200042,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,4.936579702221758,0.16844716152395817
IBM20200056,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,6.928827810043698,0.12612204779289926
IBM20200057,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.471103443794416,0.22365843523211956
IBM20200057,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,4.293486172964163,0.1889114219486165
IBM20200057,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,3.864781749208634,0.20555906750856245
IBM20200058,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.1018903797190256,0.24379003518580106
IBM20200058,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,3.453361986187668,0.22454945344698043
IBM20200077,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,4.148040550225707,0.19424866417498532
IBM20200077,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,4.291858243485753,0.18896953659539054
IBM20200077,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,3.0926063005654822,0.24434307298550276
IBM20200082,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,3.3701059690448694,0.2288274030614777
IBM20200082,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,3.1541390447876956,0.24072376711962143
IBM20200093,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,4.52864608331417,0.18087611052153765
IBM20200093,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,3.772271392583003,0.2095438246773195
IBM20200093,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,4.836493767229531,0.17133574366424456
IBM20200107,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,1,3.4477396074350883,0.22483330596250387
IBM20200150,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.693230189268676,0.2130728644605061
IBM20200150,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,3.589118033470127,0.21790679444429886
IBM20200150,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,4.691066205459808,0.17571399873026172
IBM20200150,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,4.683229756928221,0.17595628590959847
IBM20200203,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,1,2.795974248895735,0.2634369820319261
IBM20200203,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,1,5.975382949803777,0.14336130463319305
IBM20200203,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,1,4.639550499419722,0.17731909663773635
IBM20200203,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,1,5.51027650755871,0.15360330683941875
IBM20200226,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,4.4557881415036045,0.1832915747575935
IBM20200226,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,4.351530868795766,0.18686241834666387
IBM20200226,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,3.412069576386692,0.22665100417998393
IBM20200255,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,3.3834445175148566,0.22813109553555808
IBM20200255,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,2.976513544782918,0.2514765733193525
IBM20200255,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,3.769834872656066,0.2096508635409329
IBM20200260,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,4.516241558552466,0.18128285162740645
IBM20200260,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,6.179458087216258,0.13928627869290022
IBM20200311,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,3.8098840183878218,0.20790522103590772
IBM20200329,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.562949221391907,0.219156504155651
IBM20200329,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,3.850830924258027,0.20615024840367074
IBM20200329,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,3.8610326928204834,0.20571760430184988
IBM20200331,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,1,4.019455999950125,0.19922477655147017
IBM20200331,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,1,5.730045918294892,0.14858739630313808
IBM20200333,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.228680657121797,0.23648037794384746
IBM20200333,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,2.5304958452263357,0.2832463324810658
IBM20200333,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,4.170633157789895,0.19339991244465582
IBM20200336,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.949718440625274,0.20203169372067856
IBM20200336,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,4.428117234166678,0.18422594001942544
IBM20200338,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,1,4.436995960908976,0.18392509525293385
IBM20200338,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,0,3.4070122105880873,0.22691110262809017
IBM20200338,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,5.04205053006468,0.16550672574221173
IBM20200338,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,0,4.580256587898006,0.17920322914339035
IBM20200343,Enero-Abril 2023,Ingeniería Biomédica,2020,Irregular,0,3.3833675698778936,0.22813510025303596
IBM20200343,Mayo-Agosto 2023,Ingeniería Biomédica,2020,Irregular,1,5.645822204583624,0.15047047140537403
IBM20200343,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,5.250655630753869,0.1599832176131888
IBM20200343,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,1,5.299649528612322,0.15873898944030282
IBM20200375,Septiembre-Diciembre 2022,Ingeniería Biomédica,2020,Irregular,0,4.744598427850575,0.17407657168025312
IBM20200375,Septiembre-Diciembre 2023,Ingeniería Biomédica,2020,Irregular,1,4.83048781901086,0.17151223551816797
IBM20210004,Mayo-Agosto 2023,Ingeniería Biomédica,2021,Irregular,0,2.8449611229581175,0.26008065309920503
IBM20210004,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,3.813630304866548,0.20774341539877017
IBM20210004,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,0,7.27695120778691,0.12081743324271449
IBM20210044,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,3.8655995817117588,0.20552451618885406
IBM20210044,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Regular,0,2.724624520999014,0.26848343889756204
IBM20210049,Enero-Abril 2023,Ingeniería Biomédica,2021,Irregular,1,3.968101721250945,0.20128412341529203
IBM20210049,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,0,5.618377186461886,0.15109444080121842
IBM20210070,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,4.581369503154048,0.17916749633488646
IBM20210102,Mayo-Agosto 2023,Ingeniería Biomédica,2021,Egresado,0,5.183120843799223,0.16173062523965637
IBM20210102,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Egresado,1,4.5529415421098625,0.18008473390484245
IBM20210102,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Egresado,1,3.9765481307167776,0.20094249542724085
IBM20210111,Enero-Abril 2023,Ingeniería Biomédica,2021,Regular,0,3.275544816359841,0.23388832136050222
IBM20210111,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,2.198460572079646,0.31265040711438186
IBM20210111,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,0,4.70577106747794,0.17526115018877178
IBM20210147,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Irregular,1,4.505640287549144,0.1816319170472275
IBM20210147,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,1,5.1165421089538174,0.16349106769593408
IBM20210151,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,1,6.8197370622524645,0.12788153770888447
IBM20210204,Enero-Abril 2023,Ingeniería Biomédica,2021,Regular,0,3.6257762463936984,0.21617993321220627
IBM20210204,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,4.264835641894732,0.1899394526284045
IBM20210204,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,1,3.0433030372294514,0.2473225456495141
IBM20210205,Enero-Abril 2023,Ingeniería Biomédica,2021,Regular,0,2.4965243188272312,0.2859982968273505
IBM20210205,Mayo-Agosto 2023,Ingeniería Biomédica,2021,Regular,0,3.1446378584005514,0.24127560336137735
IBM20210205,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,2.8438747514857017,0.2601541581482301
IBM20210263,Enero-Abril 2023,Ingeniería Biomédica,2021,Regular,0,2.459662521638595,0.28904553370320396
IBM20210294,Enero-Abril 2023,Ingeniería Biomédica,2021,Regular,0,2.9602506577118035,0.25250926934452955
IBM20210294,Mayo-Agosto 2023,Ingeniería Biomédica,2021,Regular,0,2.5282011478356683,0.28343055231231296
IBM20210294,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,4.113959204152942,0.19554321027588964
IBM20210294,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Regular,0,3.5157031242411056,0.22144945592898266
IBM20210298,Enero-Abril 2023,Ingeniería Biomédica,2021,Irregular,1,3.9191970502119036,0.20328520890557192
IBM20210310,Mayo-Agosto 2023,Ingeniería Biomédica,2021,Irregular,0,3.7251416630012675,0.21163386652090982
IBM20210310,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,0,4.733359183021336,0.1744178182593865
IBM20210325,Enero-Abril 2023,Ingeniería Biomédica,2021,Regular,0,3.202102150224309,0.2379761281973166
IBM20210325,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,3.5365865638794394,0.22043004931550453
IBM20210325,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,0,3.251030610810056,0.23523707344216108
IBM20210330,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,3.57570109002889,0.21854574420937237
IBM20210330,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,1,6.569018362836123,0.13211752859657463
IBM20210335,Septiembre-Diciembre 2022,Ingeniería Biomédica,2021,Regular,0,3.691394490709838,0.21315623786919988
IBM20210335,Septiembre-Diciembre 2023,Ingeniería Biomédica,2021,Irregular,0,2.3966068132183715,0.2944114685598462
IBM20220096,Mayo-Agosto 2023,Ingeniería Biomédica,2022,Regular,0,2.9044827762469487,0.2561158691961797
IBM20220096,Septiembre-Diciembre 2022,Ingeniería Biomédica,2022,Regular,0,3.2378540695503917,0.23596848395161785
IBM20220096,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Regular,0,3.0492439796996664,0.2469596806251646
IBM20220115,Mayo-Agosto 2023,Ingeniería Biomédica,2022,Regular,0,4.450519071620661,0.18346876450845245
IBM20220115,Septiembre-Diciembre 2022,Ingeniería Biomédica,2022,Irregular,1,5.207558435553759,0.16109393256332558
IBM20220115,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Regular,0,4.364873255699146,0.18639769335420783
IBM20220125,Enero-Abril 2023,Ingeniería Biomédica,2022,Regular,0,2.1075670266820636,0.32179515080892584
IBM20220125,Mayo-Agosto 2023,Ingeniería Biomédica,2022,Regular,0,3.214459026672861,0.2372783775262986
IBM20220125,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Regular,0,4.14389056556498,0.19440537998501625
IBM20220144,Enero-Abril 2023,Ingeniería Biomédica,2022,Regular,0,4.430161581777306,0.18415658262469187
IBM20220144,Septiembre-Diciembre 2022,Ingeniería Biomédica,2022,Irregular,0,4.75911391646412,0.17363782250273016
IBM20220144,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Irregular,1,5.206061406333195,0.16113279172189865
IBM20220185,Mayo-Agosto 2023,Ingeniería Biomédica,2022,Irregular,1,3.732553315900427,0.2113024266710744
IBM20220185,Septiembre-Diciembre 2022,Ingeniería Biomédica,2022,Irregular,1,4.693814966967042,0.17562917056517485
IBM20220185,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Irregular,1,5.564643362028108,0.15233119986141272
IBM20220193,Enero-Abril 2023,Ingeniería Biomédica,2022,Regular,0,2.678453359006474,0.2718533857583268
IBM20220193,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Irregular,1,5.604888050374772,0.1514030203650853
IBM20220209,Enero-Abril 2023,Ingeniería Biomédica,2022,Regular,0,2.9313310427304278,0.2543667753060729
IBM20220218,Mayo-Agosto 2023,Ingeniería Biomédica,2022,Baja Temporal,1,5.527213101027468,0.153204742134524
IBM20220218,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Baja Temporal,0,6.317185601884511,0.13666456673484598
IBM20220278,Enero-Abril 2023,Ingeniería Biomédica,2022,Regular,0,3.1745937010021836,0.23954426984353772
IBM20220278,Mayo-Agosto 2023,Ingeniería Biomédica,2022,Regular,0,2.603108886421104,0.2775381015457682
IBM20220278,Septiembre-Diciembre 2022,Ingeniería Biomédica,2022,Regular,0,3.20457858221706,0.23783596392499898
IBM20220278,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Regular,0,4.7457867609874285,0.17404056948123625
IBM20220295,Enero-Abril 2023,Ingeniería Biomédica,2022,Regular,0,3.374019322938082,0.22862267543168688
IBM20220295,Septiembre-Diciembre 2022,Ingeniería Biomédica,2022,Regular,0,4.436103264482424,0.18395529874011893
IBM20220359,Enero-Abril 2023,Ingeniería Biomédica,2022,Regular,0,2.2052095747642344,0.3119920793552344
IBM20220359,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Regular,0,2.966015859228621,0.25214220908196194
IBM20220362,Mayo-Agosto 2023,Ingeniería Biomédica,2022,Irregular,1,4.48552817163496,0.1822978514942072
IBM20220362,Septiembre-Diciembre 2023,Ingeniería Biomédica,2022,Irregular,0,3.5522809459862925,0.21967009766426907
IBM20230006,Enero-Abril 2023,Ingeniería Biomédica,2023,Regular,0,2.4273846166985362,0.29176766305360274
IBM20230006,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,3.0359897398901134,0.24777069924544126
IBM20230013,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Egresado,0,2.042440761522971,0.32868347434953005
IBM20230025,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Regular,0,3.3170241909049567,0.23164104618797027
IBM20230025,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,3.172227402318618,0.23968012851942666
IBM20230025,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Regular,0,5.512472485124726,0.15355151246843973
IBM20230064,Enero-Abril 2023,Ingeniería Biomédica,2023,Irregular,1,5.204855604300582,0.16116410498044476
IBM20230064,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Irregular,1,4.3701508005129,0.18621451001049924
IBM20230064,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,4.981108279588643,0.16719309419838427
IBM20230091,Enero-Abril 2023,Ingeniería Biomédica,2023,Regular,0,2.712973836743389,0.26932589454416667
IBM20230091,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Regular,0,3.440648994761601,0.22519230886738567
IBM20230091,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,4.321551944910588,0.18791510641108697
IBM20230091,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Regular,0,4.3224424406508515,0.18788366640893456
IBM20230131,Enero-Abril 2023,Ingeniería Biomédica,2023,Irregular,0,3.8027456614977164,0.20821423212491208
IBM20230131,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Irregular,0,3.8695919243431733,0.20535601658960023
IBM20230131,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Irregular,0,3.5056974221555346,0.22194122381205036
IBM20230228,Enero-Abril 2023,Ingeniería Biomédica,2023,Regular,0,3.7702394154370147,0.20963308398398015
IBM20230228,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Regular,0,3.34125630177621,0.23034806758376683
IBM20230233,Enero-Abril 2023,Ingeniería Biomédica,2023,Regular,0,2.5299360686429,0.2832912496300406
IBM20230233,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Regular,0,3.3140082073656507,0.23180298968662602
IBM20230257,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Irregular,1,3.678070256861984,0.21376335648938988
IBM20230257,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,4.260399302658043,0.19009963739724225
IBM20230257,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Irregular,1,8.033004815736248,0.11070513305361207
IBM20230269,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Regular,0,4.938801422106978,0.16838414503598917
IBM20230269,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,2.8768580564100246,0.2579408339045565
IBM20230269,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Regular,0,4.611730001920185,0.178198166992679
IBM20230288,Enero-Abril 2023,Ingeniería Biomédica,2023,Regular,0,4.859603643527595,0.1706600072010981
IBM20230288,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Regular,0,4.445555984213574,0.18363597819927951
IBM20230288,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Irregular,1,4.839581148100934,0.17124515862326972
IBM20230288,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Irregular,1,5.794105328412572,0.14718641405485067
IBM20230300,Enero-Abril 2023,Ingeniería Biomédica,2023,Regular,0,4.636220025408432,0.17742387548604163
IBM20230300,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,3.405479693442126,0.22699003731388706
IBM20230300,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Regular,0,2.8152952769543527,0.26210291141562
IBM20230341,Mayo-Agosto 2023,Ingeniería Biomédica,2023,Regular,0,3.3084672037490024,0.23210110526775102
IBM20230351,Enero-Abril 2023,Ingeniería Biomédica,2023,Regular,0,4.106182707387891,0.19584101417936886
IBM20230351,Septiembre-Diciembre 2022,Ingeniería Biomédica,2023,Regular,0,3.900953503148022,0.20404192762850565
IBM20230372,Septiembre-Diciembre 2023,Ingeniería Biomédica,2023,Regular,0,3.188557061305659,0.2387457029625089
IBM20240003,Enero-Abril 2023,Ingeniería Biomédica,2024,Regular,0,3.5091586491604723,0.22177086188488462
IBM20240003,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Regular,0,3.2251021141671212,0.23668067018946504
IBM20240003,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,4.282044141105639,0.18932064429712994
IBM20240037,Enero-Abril 2023,Ingeniería Biomédica,2024,Regular,0,2.7334128368265933,0.26785143880578755
IBM20240037,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,3.1035377831569284,0.24369216340703
IBM20240118,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Regular,1,3.8915250043292224,0.20443522196348876
IBM20240118,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,3.460555380367575,0.22418732976645486
IBM20240137,Enero-Abril 2023,Ingeniería Biomédica,2024,Regular,0,3.014437430113993,0.24910090577040184
IBM20240137,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Regular,0,3.019746379924843,0.24877191381877603
IBM20240145,Enero-Abril 2023,Ingeniería Biomédica,2024,Regular,0,3.502147021725984,0.22211624702043403
IBM20240145,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,4.19998603639921,0.1923082087144337
IBM20240145,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,3.333236088331923,0.23077440961333578
IBM20240161,Enero-Abril 2023,Ingeniería Biomédica,2024,Irregular,0,4.523930941273058,0.18103050357279407
IBM20240161,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Irregular,0,3.869809854304384,0.20534682665609796
IBM20240161,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Irregular,0,5.025547738199079,0.16596001615927464
IBM20240169,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Irregular,0,4.426456284083256,0.18428232858581658
IBM20240169,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,3.978122298073161,0.20087895397569105
IBM20240169,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,4.9032585238018696,0.16939796825228162
IBM20240190,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,5.899321472268893,0.1449417894236986
IBM20240198,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Irregular,0,5.147443552575488,0.16266924477591135
IBM20240198,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Irregular,1,5.2952751570360075,0.1588492917394302
IBM20240198,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Irregular,1,4.238456881322639,0.1908959112683416
IBM20240201,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Regular,0,2.5993426449945356,0.2778285088780477
IBM20240201,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,3.5828679725631103,0.21820397314232887
IBM20240201,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,4.733311767970996,0.17441926071184113
IBM20240285,Enero-Abril 2023,Ingeniería Biomédica,2024,Irregular,1,4.648303771480085,0.17704430222915568
IBM20240285,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,3.5865252943755443,0.21802997603137605
IBM20240296,Enero-Abril 2023,Ingeniería Biomédica,2024,Regular,0,3.8812196041011737,0.20486683269890285
IBM20240296,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,3.9559261731956665,0.20177863128965515
IBM20240296,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,4.265855380998696,0.18990267062942867
IBM20240305,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,3.7319263161920118,0.21133042511210187
IBM20240307,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,3.1054976222354527,0.24357583221677714
IBM20240364,Enero-Abril 2023,Ingeniería Biomédica,2024,Regular,0,3.1792920164091574,0.2392749767361791
IBM20240364,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Regular,0,2.377478318477791,0.2960788806634572
IBM20240364,Septiembre-Diciembre 2023,Ingeniería Biomédica,2024,Regular,0,4.366936526848003,0.18632603441414258
IBM20240370,Enero-Abril 2023,Ingeniería Biomédica,2024,Irregular,1,4.2967555115968326,0.18879481935886563
IBM20240370,Mayo-Agosto 2023,Ingeniería Biomédica,2024,Irregular,1,5.345492751977344,0.15759217433325193
IBM20240370,Septiembre-Diciembre 2022,Ingeniería Biomédica,2024,Irregular,0,5.139518333689981,0.1628792269440099
