Matricula,Carrera,EstatusAlumno,CuatrimestreActual,Materia,Periodo,EstatusMateria,Final,Extr,EstatusCardex,PeriodoCursado,PlanEstudiosClave,Credito
IDS20210085,Ingeniería en Desarrollo de Software,Irregular,8,Gestión de Proyectos,2024-1,Aprobada,71.9,,Ordinario,2024-1,IDS-2020,5
IDS20210085,Ingeniería en Desarrollo de Software,Irregular,8,Inglés III,2024-2,Aprobada,68.3,82.5,Extraordinario,2024-2,IDS-2020,4
IEN20200086,Ingeniería en Energía,Activo,5,Energía Solar,2022-1,Aprobada,93.4,,Ordinario,2022-1,IEN-2020,6
IEN20200086,Ingeniería en Energía,Activo,5,Mecánica de Fluidos,2023-2,Aprobada,76.6,,Ordinario,2023-2,IEN-2020,6
IEN20200086,Ingeniería en Energía,Activo,5,Energía Eólica,2022-2,Aprobada,84.0,,Ordinario,2022-2,IEN-2020,6
IEN20200086,Ingeniería en Energía,Activo,5,Transferencia de Calor,2022-1,Aprobada,80.1,,Ordinario,2022-1,IEN-2020,6
IEN20200086,Ingeniería en Energía,Activo,5,Electrónica de Potencia,2022-1,Cursando,,,En curso,2022-1,IEN-2020,6
IEN20200086,Ingeniería en Energía,Activo,5,Termodinámica I,2022-2,Aprobada,78.1,,Ordinario,2022-2,IEN-2020,7
IEN20200086,Ingeniería en Energía,Activo,5,Física I,2024-1,Aprobada,86.8,,Ordinario,2024-1,IEN-2020,6
IEN20200086,Ingeniería en Energía,Activo,5,Inglés III,2023-2,Aprobada,82.9,,Ordinario,2023-2,IEN-2020,4
IEN20200086,Ingeniería en Energía,Activo,5,Circuitos Eléctricos,2023-2,Aprobada,73.5,,Ordinario,2023-2,IEN-2020,6
IAG20220087,Ingeniería Agroindustrial,Activo,7,Biología,2025-1,Aprobada,83.0,,Ordinario,2025-1,IAG-2020,6
IAG20220087,Ingeniería Agroindustrial,Activo,7,Microbiología,2024-2,Reprobada,67.4,,Ordinario no acreditado,2024-2,IAG-2020,6
IAG20220087,Ingeniería Agroindustrial,Activo,7,Introducción a la Agroindustria,2025-1,Aprobada,75.6,,Ordinario,2025-1,IAG-2020,4
IAG20220087,Ingeniería Agroindustrial,Activo,7,Bioprocesos,2022-2,Aprobada,82.4,,Ordinario,2022-2,IAG-2020,6
IAG20220087,Ingeniería Agroindustrial,Activo,7,Bioquímica,2024-1,Aprobada,77.2,,Ordinario,2024-1,IAG-2020,6
IAG20220087,Ingeniería Agroindustrial,Activo,7,Conservación de Alimentos,2024-1,Aprobada,77.0,,Ordinario,2024-1,IAG-2020,6
IAG20220087,Ingeniería Agroindustrial,Activo,7,Innovación Agroalimentaria,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20220087,Ingeniería Agroindustrial,Activo,7,Cálculo Diferencial,2025-1,Aprobada,85.3,,Ordinario,2025-1,IAG-2020,6
IDS20220088,Ingeniería en Desarrollo de Software,Activo,3,Fundamentos de Programación,2023-1,Aprobada,81.3,,Ordinario,2023-1,IDS-2020,7
IDS20220088,Ingeniería en Desarrollo de Software,Activo,3,Bases de Datos II,2022-1,Aprobada,88.6,,Ordinario,2022-1,IDS-2020,6
IDS20220088,Ingeniería en Desarrollo de Software,Activo,3,Bases de Datos I,2022-2,Aprobada,95.1,,Ordinario,2022-2,IDS-2020,6
IDS20220089,Ingeniería en Desarrollo de Software,Activo,1,Comunicación Oral y Escrita,2022-1,Aprobada,94.2,,Ordinario,2022-1,IDS-2020,4
IDS20220089,Ingeniería en Desarrollo de Software,Activo,1,Fundamentos de Programación,2022-1,Aprobada,84.5,,Ordinario,2022-1,IDS-2020,7
IDS20220089,Ingeniería en Desarrollo de Software,Activo,1,Inglés I,2022-1,Aprobada,96.0,,Ordinario,2022-1,IDS-2020,4
IDS20220090,Ingeniería en Desarrollo de Software,Activo,5,Aplicaciones Móviles,2022-1,Cursando,,,En curso,2022-1,IDS-2020,7
IDS20220090,Ingeniería en Desarrollo de Software,Activo,5,Matemáticas Discretas,2022-1,Aprobada,87.6,,Ordinario,2022-1,IDS-2020,6
IDS20220090,Ingeniería en Desarrollo de Software,Activo,5,Probabilidad y Estadística,2023-2,Aprobada,79.2,,Ordinario,2023-2,IDS-2020,5
IDS20220090,Ingeniería en Desarrollo de Software,Activo,5,Fundamentos de Programación,2023-2,Aprobada,80.3,,Ordinario,2023-2,IDS-2020,7
IDS20220090,Ingeniería en Desarrollo de Software,Activo,5,Inglés I,2024-1,Aprobada,77.0,,Ordinario,2024-1,IDS-2020,4
IBM20230091,Ingeniería Biomédica,Activo,8,Biología Celular,2025-1,Aprobada,78.0,,Ordinario,2025-1,IBM-2020,6
IBM20230091,Ingeniería Biomédica,Activo,8,Bioética,2022-1,Cursando,,,En curso,2022-1,IBM-2020,4
IBM20230091,Ingeniería Biomédica,Activo,8,Señales Biomédicas,2024-1,Aprobada,75.9,,Ordinario,2024-1,IBM-2020,6
IBM20230091,Ingeniería Biomédica,Activo,8,Bioinstrumentación II,2023-2,Aprobada,82.8,,Ordinario,2023-2,IBM-2020,7
IBM20230091,Ingeniería Biomédica,Activo,8,Biomateriales,2023-1,Aprobada,74.7,,Ordinario,2023-1,IBM-2020,6
IBM20230091,Ingeniería Biomédica,Activo,8,Mantenimiento Hospitalario,2022-2,Aprobada,70.3,,Ordinario,2022-2,IBM-2020,6
IEN20230092,Ingeniería en Energía,Irregular,4,Termodinámica II,2022-1,Aprobada,86.6,,Ordinario,2022-1,IEN-2020,7
IEN20230092,Ingeniería en Energía,Irregular,4,Química General,2023-2,Aprobada,86.3,,Ordinario,2023-2,IEN-2020,6
IEN20230092,Ingeniería en Energía,Irregular,4,Transferencia de Calor,2022-1,Aprobada,81.9,,Ordinario,2022-1,IEN-2020,6
IBM20200093,Ingeniería Biomédica,Activo,8,Administración Hospitalaria,2022-2,Cursando,,,En curso,2022-2,IBM-2020,5
IBM20200093,Ingeniería Biomédica,Activo,8,Física Médica,2024-1,Aprobada,70.4,,Ordinario,2024-1,IBM-2020,6
IBM20200093,Ingeniería Biomédica,Activo,8,Control Biomédico,2023-1,Aprobada,80.8,,Ordinario,2023-1,IBM-2020,6
IBM20200093,Ingeniería Biomédica,Activo,8,Química Orgánica,2025-1,Aprobada,77.3,,Ordinario,2025-1,IBM-2020,6
IBM20200093,Ingeniería Biomédica,Activo,8,Inglés II,2024-2,Aprobada,84.2,,Ordinario,2024-2,IBM-2020,4
IEN20240094,Ingeniería en Energía,Activo,1,Física I,2022-2,Cursando,,,En curso,2022-2,IEN-2020,6
IEN20240094,Ingeniería en Energía,Activo,1,Introducción a la Energía,2022-1,Aprobada,92.8,,Ordinario,2022-1,IEN-2020,4
IEN20240094,Ingeniería en Energía,Activo,1,Álgebra Lineal,2022-1,Cursando,,,En curso,2022-1,IEN-2020,6
IAG20200095,Ingeniería Agroindustrial,Activo,5,Cálculo Diferencial,2023-2,Aprobada,91.5,,Ordinario,2023-2,IAG-2020,6
IAG20200095,Ingeniería Agroindustrial,Activo,5,Química General,2024-1,Aprobada,91.3,,Ordinario,2024-1,IAG-2020,6
IAG20200095,Ingeniería Agroindustrial,Activo,5,Estadística,2023-2,Aprobada,88.2,,Ordinario,2023-2,IAG-2020,5
IAG20200095,Ingeniería Agroindustrial,Activo,5,Termodinámica,2022-1,Aprobada,89.7,,Ordinario,2022-1,IAG-2020,6
IAG20200095,Ingeniería Agroindustrial,Activo,5,Tecnología de Cereales,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20200095,Ingeniería Agroindustrial,Activo,5,Tecnología de Lácteos,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IBM20220096,Ingeniería Biomédica,Irregular,3,Álgebra Lineal,2023-1,Aprobada,91.2,,Ordinario,2023-1,IBM-2020,6
IBM20220096,Ingeniería Biomédica,Irregular,3,Química General,2023-2,Aprobada,87.0,,Ordinario,2023-2,IBM-2020,6
IBM20220096,Ingeniería Biomédica,Irregular,3,Anatomía y Fisiología II,2022-1,Aprobada,86.4,,Ordinario,2022-1,IBM-2020,7
IAG20200097,Ingeniería Agroindustrial,Activo,5,Tecnología de Cereales,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20200097,Ingeniería Agroindustrial,Activo,5,Química General,2024-1,Aprobada,90.7,,Ordinario,2024-1,IAG-2020,6
IAG20200097,Ingeniería Agroindustrial,Activo,5,Álgebra Lineal,2024-2,Aprobada,78.6,,Ordinario,2024-2,IAG-2020,6
IAG20200097,Ingeniería Agroindustrial,Activo,5,Estadística,2024-1,Aprobada,71.7,,Ordinario,2024-1,IAG-2020,5
IAG20200097,Ingeniería Agroindustrial,Activo,5,Termodinámica,2022-2,Aprobada,80.6,,Ordinario,2022-2,IAG-2020,6
IAG20200097,Ingeniería Agroindustrial,Activo,5,Inglés III,2023-1,Aprobada,87.6,,Ordinario,2023-1,IAG-2020,4
IAG20200097,Ingeniería Agroindustrial,Activo,5,Microbiología,2023-2,Aprobada,76.3,,Ordinario,2023-2,IAG-2020,6
IAG20200098,Ingeniería Agroindustrial,Activo,6,Inglés II,2024-1,Aprobada,78.7,,Ordinario,2024-1,IAG-2020,4
IAG20200098,Ingeniería Agroindustrial,Activo,6,Álgebra Lineal,2024-1,Aprobada,73.9,,Ordinario,2024-1,IAG-2020,6
IAG20200098,Ingeniería Agroindustrial,Activo,6,Control de Calidad,2022-2,Aprobada,77.2,,Ordinario,2022-2,IAG-2020,6
IAG20200098,Ingeniería Agroindustrial,Activo,6,Operaciones Unitarias II,2023-1,Aprobada,78.3,,Ordinario,2023-1,IAG-2020,7
IAG20200098,Ingeniería Agroindustrial,Activo,6,Gestión Ambiental,2022-2,Aprobada,72.4,,Ordinario,2022-2,IAG-2020,5
IAG20200098,Ingeniería Agroindustrial,Activo,6,Procesos Agroindustriales,2023-2,Aprobada,79.3,,Ordinario,2023-2,IAG-2020,7
IAG20200098,Ingeniería Agroindustrial,Activo,6,Diseño de Plantas,2022-2,Cursando,,,En curso,2022-2,IAG-2020,7
IAG20200098,Ingeniería Agroindustrial,Activo,6,Operaciones Unitarias I,2023-2,Aprobada,73.6,,Ordinario,2023-2,IAG-2020,7
IAG20200098,Ingeniería Agroindustrial,Activo,6,Inglés III,2024-1,Aprobada,88.2,,Ordinario,2024-1,IAG-2020,4
IDS20200099,Ingeniería en Desarrollo de Software,Activo,2,Programación Estructurada,2022-1,Cursando,,,En curso,2022-1,IDS-2020,7
IDS20200099,Ingeniería en Desarrollo de Software,Activo,2,Comunicación Oral y Escrita,2022-2,Aprobada,44.6,74.5,Extraordinario,2022-2,IDS-2020,4
IDS20200099,Ingeniería en Desarrollo de Software,Activo,2,Inglés I,2022-2,Reprobada,36.6,,Sin derecho,2022-2,IDS-2020,4
IDS20200099,Ingeniería en Desarrollo de Software,Activo,2,Probabilidad y Estadística,2022-1,Cursando,,,En curso,2022-1,IDS-2020,5
IEN20200100,Ingeniería en Energía,Activo,7,Cálculo Diferencial,2024-2,Aprobada,80.4,,Ordinario,2024-2,IEN-2020,6
IEN20200100,Ingeniería en Energía,Activo,7,Inglés II,2024-2,Reprobada,68.4,,Sin derecho,2024-2,IEN-2020,4
IEN20200100,Ingeniería en Energía,Activo,7,Instrumentación,2023-1,Aprobada,96.3,,Ordinario,2023-1,IEN-2020,5
IDS20200101,Ingeniería en Desarrollo de Software,Activo,8,Probabilidad y Estadística,2024-2,Reprobada,62.9,,Ordinario no acreditado,2024-2,IDS-2020,5
IDS20200101,Ingeniería en Desarrollo de Software,Activo,8,Matemáticas Discretas,2024-1,Aprobada,85.1,,Ordinario,2024-1,IDS-2020,6
IDS20200101,Ingeniería en Desarrollo de Software,Activo,8,Arquitecturas Empresariales,2022-2,Aprobada,97.9,,Ordinario,2022-2,IDS-2020,6
IDS20200101,Ingeniería en Desarrollo de Software,Activo,8,Cálculo Diferencial,2024-2,Aprobada,76.9,,Ordinario,2024-2,IDS-2020,6
IBM20210102,Ingeniería Biomédica,Egresado,9,Química Orgánica,2025-1,Aprobada,81.2,,Ordinario,2025-1,IBM-2020,6
IBM20210102,Ingeniería Biomédica,Egresado,9,Bioética,2022-1,Reprobada,47.3,,Recursamiento,2022-1,IBM-2020,4
IBM20210102,Ingeniería Biomédica,Egresado,9,Estadía Profesional I,2023-2,Aprobada,68.5,75.8,Extraordinario,2023-2,IBM-2020,8
IBM20210102,Ingeniería Biomédica,Egresado,9,Evaluación de Tecnología Médica,2022-1,Aprobada,75.3,,Ordinario,2022-1,IBM-2020,5
IBM20210102,Ingeniería Biomédica,Egresado,9,Gestión de Tecnología Médica,2023-1,Aprobada,89.8,,Ordinario,2023-1,IBM-2020,5
IBM20210102,Ingeniería Biomédica,Egresado,9,Álgebra Lineal,2025-1,Reprobada,46.8,,Ordinario no acreditado,2025-1,IBM-2020,6
IBM20210102,Ingeniería Biomédica,Egresado,9,Biomateriales,2024-2,Reprobada,62.6,66.3,Extraordinario no acreditado,2024-2,IBM-2020,6
IEN20230103,Ingeniería en Energía,Activo,4,Inglés I,2023-2,Reprobada,43.8,,Sin derecho,2023-2,IEN-2020,4
IEN20230103,Ingeniería en Energía,Activo,4,Física I,2023-1,Reprobada,61.7,,Recursamiento,2023-1,IEN-2020,6
IEN20230103,Ingeniería en Energía,Activo,4,Máquinas Eléctricas,2022-2,Aprobada,70.3,,Ordinario,2022-2,IEN-2020,6
IEN20230103,Ingeniería en Energía,Activo,4,Química General,2023-2,Reprobada,62.3,,Sin derecho,2023-2,IEN-2020,6
IEN20230103,Ingeniería en Energía,Activo,4,Álgebra Lineal,2023-2,Aprobada,79.7,,Ordinario,2023-2,IEN-2020,6
IEN20230103,Ingeniería en Energía,Activo,4,Inglés IV,2022-1,Cursando,,,En curso,2022-1,IEN-2020,4
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Inglés IV,2024-1,Aprobada,80.0,,Ordinario,2024-1,IDS-2020,4
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Ingeniería de Software,2024-1,Aprobada,78.0,,Ordinario,2024-1,IDS-2020,6
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Matemáticas Discretas,2023-2,Aprobada,81.6,,Ordinario,2023-2,IDS-2020,6
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Inteligencia Artificial,2022-2,Aprobada,75.4,,Ordinario,2022-2,IDS-2020,6
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Cálculo Integral,2024-2,Aprobada,85.6,,Ordinario,2024-2,IDS-2020,6
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Estadía Profesional I,2023-1,Reprobada,69.2,,Ordinario no acreditado,2023-1,IDS-2020,8
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Pruebas de Software,2023-2,Aprobada,77.2,,Ordinario,2023-2,IDS-2020,5
IDS20240104,Ingeniería en Desarrollo de Software,Activo,8,Bases de Datos I,2024-2,Aprobada,70.3,,Ordinario,2024-2,IDS-2020,6
IAG20230105,Ingeniería Agroindustrial,Activo,7,Inglés III,2024-1,Reprobada,60.3,,Sin derecho,2024-1,IAG-2020,4
IAG20230105,Ingeniería Agroindustrial,Activo,7,Diseño de Plantas,2022-1,Reprobada,68.5,,Ordinario no acreditado,2022-1,IAG-2020,7
IAG20230105,Ingeniería Agroindustrial,Activo,7,Álgebra Lineal,2025-1,Reprobada,67.2,,Sin derecho,2025-1,IAG-2020,6
IAG20230105,Ingeniería Agroindustrial,Activo,7,Tecnología de Cárnicos,2022-2,Reprobada,65.8,,Ordinario no acreditado,2022-2,IAG-2020,6
IAG20230105,Ingeniería Agroindustrial,Activo,7,Evaluación Sensorial,2022-2,Reprobada,48.5,,Sin derecho,2022-2,IAG-2020,5
IAG20230105,Ingeniería Agroindustrial,Activo,7,Química de Alimentos,2024-1,Aprobada,78.6,,Ordinario,2024-1,IAG-2020,6
IAG20230105,Ingeniería Agroindustrial,Activo,7,Termodinámica,2023-2,Reprobada,45.2,,Recursamiento,2023-2,IAG-2020,6
IAG20230105,Ingeniería Agroindustrial,Activo,7,Innovación Agroalimentaria,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20240106,Ingeniería Agroindustrial,Activo,4,Microbiología,2023-2,Reprobada,65.6,,Ordinario no acreditado,2023-2,IAG-2020,6
IAG20240106,Ingeniería Agroindustrial,Activo,4,Termodinámica,2022-1,Cursando,,,En curso,2022-1,IAG-2020,6
IAG20240106,Ingeniería Agroindustrial,Activo,4,Química de Alimentos,2023-1,Aprobada,58.2,78.5,Extraordinario,2023-1,IAG-2020,6
IBM20200107,Ingeniería Biomédica,Irregular,1,Inglés I,2022-1,Aprobada,71.6,,Ordinario,2022-1,IBM-2020,4
IBM20200107,Ingeniería Biomédica,Irregular,1,Introducción a la Ingeniería Biomédica,2022-1,Reprobada,62.7,,Ordinario no acreditado,2022-1,IBM-2020,4
IBM20200107,Ingeniería Biomédica,Irregular,1,Química General,2022-1,Reprobada,54.1,,Ordinario no acreditado,2022-1,IBM-2020,6
IAG20210108,Ingeniería Agroindustrial,Activo,8,Control de Calidad,2023-1,Aprobada,68.9,71.7,Extraordinario,2023-1,IAG-2020,6
IAG20210108,Ingeniería Agroindustrial,Activo,8,Operaciones Unitarias II,2024-1,Aprobada,79.8,,Ordinario,2024-1,IAG-2020,7
IAG20210108,Ingeniería Agroindustrial,Activo,8,Tecnología de Cereales,2023-2,Aprobada,72.3,,Ordinario,2023-2,IAG-2020,6
IAG20210108,Ingeniería Agroindustrial,Activo,8,Bioprocesos,2023-2,Aprobada,69.3,75.9,Extraordinario,2023-2,IAG-2020,6
IEN20200109,Ingeniería en Energía,Activo,7,Máquinas Eléctricas,2023-2,Reprobada,66.2,69.4,Extraordinario no acreditado,2023-2,IEN-2020,6
IEN20200109,Ingeniería en Energía,Activo,7,Almacenamiento de Energía,2022-2,Aprobada,81.0,,Ordinario,2022-2,IEN-2020,6
IEN20200109,Ingeniería en Energía,Activo,7,Gestión Ambiental,2022-2,Aprobada,94.0,,Ordinario,2022-2,IEN-2020,5
IEN20200109,Ingeniería en Energía,Activo,7,Inglés III,2024-1,Aprobada,74.1,,Ordinario,2024-1,IEN-2020,4
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,Desarrollo Web,2024-2,Aprobada,77.6,,Ordinario,2024-2,IDS-2020,7
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,Programación Orientada a Objetos,2024-1,Aprobada,70.0,,Ordinario,2024-1,IDS-2020,7
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,Inglés III,2024-2,Aprobada,72.5,,Ordinario,2024-2,IDS-2020,4
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,Desarrollo en la Nube,2023-1,Aprobada,76.9,,Ordinario,2023-1,IDS-2020,6
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,UX/UI,2022-2,Aprobada,79.2,,Ordinario,2022-2,IDS-2020,4
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,Estadía Profesional II,2022-1,Aprobada,72.7,,Ordinario,2022-1,IDS-2020,8
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,Minería de Datos,2022-2,Aprobada,60.3,84.6,Extraordinario,2022-2,IDS-2020,6
IDS20220110,Ingeniería en Desarrollo de Software,Irregular,8,Emprendimiento,2022-1,Aprobada,73.5,,Ordinario,2022-1,IDS-2020,4
IBM20210111,Ingeniería Biomédica,Irregular,6,Imágenes Médicas,2022-2,Aprobada,86.5,,Ordinario,2022-2,IBM-2020,7
IBM20210111,Ingeniería Biomédica,Irregular,6,Metrología Biomédica,2022-2,Reprobada,66.9,,Sin derecho,2022-2,IBM-2020,5
IBM20210111,Ingeniería Biomédica,Irregular,6,Cálculo Diferencial,2024-2,Aprobada,90.8,,Ordinario,2024-2,IBM-2020,6
IBM20210111,Ingeniería Biomédica,Irregular,6,Ingeniería de Rehabilitación,2022-1,Aprobada,74.2,,Ordinario,2022-1,IBM-2020,6
IBM20210111,Ingeniería Biomédica,Irregular,6,Anatomía y Fisiología II,2023-2,Aprobada,82.8,,Ordinario,2023-2,IBM-2020,7
IBM20210111,Ingeniería Biomédica,Irregular,6,Álgebra Lineal,2024-2,Aprobada,83.9,,Ordinario,2024-2,IBM-2020,6
IBM20210111,Ingeniería Biomédica,Irregular,6,Química Orgánica,2024-2,Aprobada,74.7,,Ordinario,2024-2,IBM-2020,6
IEN20200112,Ingeniería en Energía,Activo,4,Física II,2023-1,Reprobada,45.4,68.9,Extraordinario no acreditado,2023-1,IEN-2020,6
IEN20200112,Ingeniería en Energía,Activo,4,Cálculo Diferencial,2023-1,Reprobada,33.2,,Recursamiento,2023-1,IEN-2020,6
IEN20200112,Ingeniería en Energía,Activo,4,Energía Solar,2022-1,Aprobada,86.9,,Ordinario,2022-1,IEN-2020,6
IEN20200112,Ingeniería en Energía,Activo,4,Inglés III,2022-2,Reprobada,46.4,65.5,Extraordinario no acreditado,2022-2,IEN-2020,4
IEN20200112,Ingeniería en Energía,Activo,4,Inglés II,2023-1,Aprobada,43.6,81.2,Extraordinario,2023-1,IEN-2020,4
IEN20200112,Ingeniería en Energía,Activo,4,Mecánica de Fluidos,2022-2,Reprobada,51.2,,Sin derecho,2022-2,IEN-2020,6
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Inglés I,2024-1,Reprobada,24.5,55.8,Extraordinario no acreditado,2024-1,IAG-2020,4
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Química de Alimentos,2023-1,Aprobada,31.4,70.1,Extraordinario,2023-1,IAG-2020,6
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Inglés IV,2022-1,Reprobada,56.3,,Ordinario no acreditado,2022-1,IAG-2020,4
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Termodinámica,2022-1,Reprobada,25.4,66.3,Extraordinario no acreditado,2022-1,IAG-2020,6
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Álgebra Lineal,2023-2,Reprobada,56.2,,Sin derecho,2023-2,IAG-2020,6
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Conservación de Alimentos,2022-2,Reprobada,51.1,,Ordinario no acreditado,2022-2,IAG-2020,6
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Inglés II,2023-2,Reprobada,58.0,,Recursamiento,2023-2,IAG-2020,4
IAG20220113,Ingeniería Agroindustrial,Irregular,4,Operaciones Unitarias I,2023-1,Reprobada,53.6,,Sin derecho,2023-1,IAG-2020,7
IDS20200114,Ingeniería en Desarrollo de Software,Irregular,4,Bases de Datos I,2023-1,Reprobada,64.9,66.3,Extraordinario no acreditado,2023-1,IDS-2020,6
IDS20200114,Ingeniería en Desarrollo de Software,Irregular,4,Introducción a la Ingeniería,2023-2,Reprobada,68.4,,Recursamiento,2023-2,IDS-2020,4
IDS20200114,Ingeniería en Desarrollo de Software,Irregular,4,Inglés IV,2022-1,Aprobada,83.2,,Ordinario,2022-1,IDS-2020,4
IDS20200114,Ingeniería en Desarrollo de Software,Irregular,4,Inglés III,2022-2,Aprobada,72.7,,Ordinario,2022-2,IDS-2020,4
IDS20200114,Ingeniería en Desarrollo de Software,Irregular,4,Ingeniería de Software,2022-1,Aprobada,77.9,,Ordinario,2022-1,IDS-2020,6
IDS20200114,Ingeniería en Desarrollo de Software,Irregular,4,Comunicación Oral y Escrita,2023-1,Aprobada,71.8,,Ordinario,2023-1,IDS-2020,4
IBM20220115,Ingeniería Biomédica,Activo,4,Señales Biomédicas,2022-1,Reprobada,64.3,,Sin derecho,2022-1,IBM-2020,6
IBM20220115,Ingeniería Biomédica,Activo,4,Introducción a la Ingeniería Biomédica,2024-1,Reprobada,69.6,,Sin derecho,2024-1,IBM-2020,4
IBM20220115,Ingeniería Biomédica,Activo,4,Química General,2023-1,Aprobada,86.6,,Ordinario,2023-1,IBM-2020,6
IBM20220115,Ingeniería Biomédica,Activo,4,Bioinstrumentación II,2022-1,Cursando,,,En curso,2022-1,IBM-2020,7
IAG20220116,Ingeniería Agroindustrial,Egresado,9,Procesos Agroindustriales,2024-2,Aprobada,75.2,,Ordinario,2024-2,IAG-2020,7
IAG20220116,Ingeniería Agroindustrial,Egresado,9,Tecnología de Lácteos,2024-2,Aprobada,80.2,,Ordinario,2024-2,IAG-2020,6
IAG20220116,Ingeniería Agroindustrial,Egresado,9,Comercialización Agroindustrial,2022-2,Aprobada,77.0,,Ordinario,2022-2,IAG-2020,5
IAG20220116,Ingeniería Agroindustrial,Egresado,9,Bioquímica,2025-1,Aprobada,67.6,78.4,Extraordinario,2025-1,IAG-2020,6
IAG20220116,Ingeniería Agroindustrial,Egresado,9,Estadía Profesional I,2023-1,Aprobada,91.1,,Ordinario,2023-1,IAG-2020,8
IDS20200117,Ingeniería en Desarrollo de Software,Irregular,4,Álgebra Lineal,2023-2,Aprobada,79.4,,Ordinario,2023-2,IDS-2020,6
IDS20200117,Ingeniería en Desarrollo de Software,Irregular,4,Bases de Datos I,2022-2,Aprobada,81.0,,Ordinario,2022-2,IDS-2020,6
IDS20200117,Ingeniería en Desarrollo de Software,Irregular,4,Inglés II,2022-2,Aprobada,90.3,,Ordinario,2022-2,IDS-2020,4
IDS20200117,Ingeniería en Desarrollo de Software,Irregular,4,Probabilidad y Estadística,2023-1,Aprobada,88.6,,Ordinario,2023-1,IDS-2020,5
IDS20200117,Ingeniería en Desarrollo de Software,Irregular,4,Programación Estructurada,2023-2,Aprobada,89.8,,Ordinario,2023-2,IDS-2020,7
IBM20240118,Ingeniería Biomédica,Activo,7,Álgebra Lineal,2025-1,Aprobada,75.5,,Ordinario,2025-1,IBM-2020,6
IBM20240118,Ingeniería Biomédica,Activo,7,Metrología Biomédica,2023-1,Reprobada,67.7,,Ordinario no acreditado,2023-1,IBM-2020,5
IBM20240118,Ingeniería Biomédica,Activo,7,Procesamiento de Señales,2023-1,Aprobada,86.0,,Ordinario,2023-1,IBM-2020,6
IBM20240118,Ingeniería Biomédica,Activo,7,Biomateriales,2023-1,Reprobada,67.7,,Sin derecho,2023-1,IBM-2020,6
IEN20240119,Ingeniería en Energía,Irregular,2,Inglés I,2023-1,Reprobada,66.8,,Sin derecho,2023-1,IEN-2020,4
IEN20240119,Ingeniería en Energía,Irregular,2,Estadística,2022-1,Aprobada,68.4,75.5,Extraordinario,2022-1,IEN-2020,5
IEN20240119,Ingeniería en Energía,Irregular,2,Física I,2023-1,Aprobada,82.5,,Ordinario,2023-1,IEN-2020,6
IEN20240119,Ingeniería en Energía,Irregular,2,Inglés II,2022-1,Aprobada,78.2,,Ordinario,2022-1,IEN-2020,4
IEN20230120,Ingeniería en Energía,Activo,7,Circuitos Eléctricos,2024-2,Reprobada,68.6,,Sin derecho,2024-2,IEN-2020,6
IEN20230120,Ingeniería en Energía,Activo,7,Instrumentación,2022-2,Reprobada,62.2,,Sin derecho,2022-2,IEN-2020,5
IEN20230120,Ingeniería en Energía,Activo,7,Electrónica de Potencia,2023-1,Aprobada,82.2,,Ordinario,2023-1,IEN-2020,6
IEN20230120,Ingeniería en Energía,Activo,7,Almacenamiento de Energía,2022-2,Aprobada,80.4,,Ordinario,2022-2,IEN-2020,6
IEN20230120,Ingeniería en Energía,Activo,7,Estadía Profesional I,2022-2,Cursando,,,En curso,2022-2,IEN-2020,8
IEN20230120,Ingeniería en Energía,Activo,7,Cálculo Integral,2024-1,Aprobada,83.6,,Ordinario,2024-1,IEN-2020,6
IEN20230120,Ingeniería en Energía,Activo,7,Termodinámica II,2023-2,Aprobada,78.6,,Ordinario,2023-2,IEN-2020,7
IEN20230120,Ingeniería en Energía,Activo,7,Mecánica de Fluidos,2024-1,Aprobada,73.9,,Ordinario,2024-1,IEN-2020,6
