id_estudiante,id_periodo,programa,cohorte,promedio_general,promedio_periodo,materias_aprobadas,materias_reprobadas,materias_en_curso,creditos_acumulados,porcentaje_avance,porcentaje_asistencia,faltas,retardos,num_tutorias,num_asesorias,num_incidencias,num_permisos,recursamientos,rezago_materias,estatus_academico
2454f436-dc10-49d7-a8b2-9447dedbe44d,2024-1,Ingeniería Agroindustrial,2021,86.55,94.21,23,1,5,138,46.0,81.97,3,1,1,2,1,0,0,0,Irregular
6b3fbccc-7d5d-47a0-80ec-21c4f7ed0533,2024-1,Ingeniería en Desarrollo de Software,2022,89.84,77.86,20,1,7,120,40.0,89.41,4,4,2,1,1,0,0,0,Irregular
b6a3fc21-459d-4a19-b61c-8e2e826e1021,2024-1,Ingeniería Agroindustrial,2022,97.48,99.72,36,0,7,216,72.0,98.66,1,0,0,1,0,0,0,0,Regular
987dd65e-00c0-4931-930d-5465af411a70,2023-2,Ingeniería en Desarrollo de Software,2021,75.28,85.06,31,2,6,186,62.0,84.73,3,1,1,2,0,1,0,0,Irregular
7477bdd6-0b7a-4ad3-96cb-3dc2078c18a6,2024-1,Ingeniería Agroindustrial,2021,86.53,77.09,22,0,6,132,44.0,94.83,4,4,3,1,0,0,1,1,Regular
354ea004-b39d-45e1-82a6-32973e619f64,2023-1,Ingeniería Biomédica,2022,88.62,87.45,33,0,4,198,66.0,49.78,15,0,5,0,5,2,0,0,Regular
0e6d3a20-491f-4ab3-9658-5c55497e433d,2023-1,Ingeniería en Desarrollo de Software,2020,62.05,70.79,32,5,5,192,64.0,79.19,12,4,3,3,2,2,3,2,Irregular
553b0776-e0ab-4cb6-875b-d60ebecca9c3,2023-2,Ingeniería en Desarrollo de Software,2023,96.2,96.26,32,0,6,192,64.0,99.53,2,2,1,1,0,0,0,0,Regular
e8e38742-9200-46f2-b697-85e037ac295b,2024-1,Ingeniería en Desarrollo de Software,2020,89.73,73.71,30,1,4,180,60.0,80.98,2,4,3,0,1,1,1,1,Irregular
893dc0c3-94ff-454a-aa88-260ae5653f3a,2023-1,Ingeniería Agroindustrial,2020,84.73,80.31,18,2,5,108,36.0,89.65,2,2,3,2,0,1,0,0,Irregular
485985c7-11c1-498e-a5e3-6ae33d92c1f5,2023-1,Ingeniería Agroindustrial,2021,92.87,89.73,28,0,5,168,56.0,35.67,16,1,5,0,3,1,0,0,Regular
4ee23f2e-d859-4338-a8f8-75bb15b441da,2023-1,Ingeniería Biomédica,2023,62.69,69.85,27,4,5,162,54.0,68.92,10,6,3,4,2,2,2,3,Irregular
2b04df37-56c2-47bd-8d58-097275f4739b,2023-1,Ingeniería en Desarrollo de Software,2023,63.46,63.79,32,2,4,192,64.0,70.46,12,6,3,1,1,0,2,2,Irregular
d4751c92-9eea-48c7-ad10-f9a4ebd4c670,2024-1,Ingeniería en Energía,2020,63.39,72.98,28,2,7,168,56.0,71.04,5,2,3,4,2,1,1,2,Irregular
f102432f-e09b-44e0-881e-e6523f054515,2023-2,Ingeniería Biomédica,2021,57.03,13.93,28,7,6,168,56.0,29.29,21,3,1,0,5,0,3,3,Baja Temporal
ed2f78b7-cc07-4d24-943a-3203ea4ceb1a,2023-1,Ingeniería Agroindustrial,2023,86.71,78.57,39,1,6,234,78.0,81.18,6,4,2,2,0,1,1,0,Irregular
eef307a8-8848-4a39-89f4-4b67760e37f1,2024-1,Ingeniería en Desarrollo de Software,2023,91.33,99.87,34,0,5,204,68.0,99.71,1,2,1,0,0,0,0,0,Regular
12def2fb-a734-4e13-874e-d5d864e81015,2023-1,Ingeniería en Energía,2022,79.31,77.89,35,1,7,210,70.0,86.67,2,4,2,2,0,0,0,1,Irregular
84e962b5-f4fb-440f-8ccc-a4479ed087af,2023-1,Ingeniería Biomédica,2023,47.18,9.54,21,8,5,126,42.0,41.41,11,1,0,0,2,0,2,5,Baja Temporal
700d6926-d3a2-4cc1-bd5b-40cdb52c8f93,2024-1,Ingeniería Biomédica,2022,86.96,91.67,27,2,4,162,54.0,90.94,6,3,3,1,1,0,1,0,Irregular
e04499d0-c0c5-4fcf-8038-83266637e0ce,2023-2,Ingeniería en Energía,2020,87.8,87.01,25,2,5,150,50.0,94.05,3,1,1,1,0,1,1,1,Irregular
c9518f2a-0658-44bf-95e8-471dee88cb59,2023-1,Ingeniería Agroindustrial,2021,88.45,73.89,30,2,4,180,60.0,83.78,4,1,3,1,0,1,0,0,Irregular
8a382e13-98ca-442f-8f66-3cf4e66c1422,2023-2,Ingeniería en Energía,2020,56.7,33.42,30,5,4,180,60.0,56.06,21,4,0,0,3,0,2,4,Irregular
589bbf8c-5277-4272-8a5e-5295e7afcf7c,2023-2,Ingeniería en Desarrollo de Software,2023,88.24,70.7,20,2,5,120,40.0,90.57,6,4,3,1,1,2,0,1,Irregular
5f0d8820-7d61-4372-8363-56fa3a024d36,2023-2,Ingeniería Biomédica,2021,88.75,87.26,39,1,4,234,78.0,86.11,4,4,1,0,0,0,1,0,Irregular
1946f2e5-803f-4140-9141-dfcf9012b4e2,2023-1,Ingeniería Biomédica,2021,89.74,73.35,36,2,4,216,72.0,89.82,3,1,2,1,0,2,0,0,Irregular
58ef51b9-bd10-4af8-9084-7b1915f5ae02,2024-1,Ingeniería Biomédica,2021,94.47,96.22,36,0,4,216,72.0,98.2,2,1,0,1,0,0,0,0,Regular
2fa8d756-8817-4342-9cd1-94f3aedef5fd,2023-2,Ingeniería en Energía,2021,65.96,68.39,26,3,6,156,52.0,64.03,5,3,2,2,2,0,1,2,Irregular
f48f270b-8d9e-4f3e-8b65-4553303898a4,2023-1,Ingeniería Agroindustrial,2020,88.41,86.32,34,0,4,204,68.0,86.81,2,4,2,2,0,0,0,1,Regular
609181d3-5d11-46d0-952b-65409e7e35ba,2023-2,Ingeniería en Energía,2022,67.71,50.81,28,4,5,168,56.0,75.41,7,2,4,1,2,1,2,2,Irregular
2a048fc6-860a-459a-95b0-57a692bc92d8,2024-1,Ingeniería Agroindustrial,2020,77.91,72.18,31,0,6,186,62.0,88.74,2,1,1,1,0,1,1,0,Regular
c21d95db-f0f2-42e8-987f-24ac89b1f837,2023-2,Ingeniería Agroindustrial,2020,96.06,90.54,31,0,6,186,62.0,97.95,2,2,0,1,0,0,0,0,Regular
483ac87f-7627-4d57-baec-37cdadbfc61a,2024-1,Ingeniería Agroindustrial,2022,74.49,54.81,17,3,4,102,34.0,75.47,6,4,5,4,2,0,1,2,Irregular
5d6d3f75-3444-4d51-be22-7d578ed03dd3,2023-1,Ingeniería en Energía,2022,79.82,73.76,21,2,7,126,42.0,88.4,2,2,3,1,1,2,0,0,Irregular
64255e6c-c845-4e1e-9ee9-8cb841007609,2023-2,Ingeniería Agroindustrial,2022,75.86,86.77,24,2,4,144,48.0,90.25,4,2,2,1,1,0,0,1,Irregular
9f46819e-8e89-41a6-91c0-bb6275c37377,2023-2,Ingeniería Agroindustrial,2020,80.88,91.55,33,1,6,198,66.0,84.45,3,3,2,0,1,1,0,1,Irregular
3601fb32-bf0e-4fda-8590-edceca2ddabc,2023-1,Ingeniería Biomédica,2020,71.32,50.95,27,5,7,162,54.0,78.65,10,2,3,2,2,0,1,2,Irregular
09991be3-9689-4ad3-ba71-68c42eeade71,2023-1,Ingeniería en Desarrollo de Software,2023,82.13,77.21,31,0,6,186,62.0,81.22,2,1,2,1,0,1,1,0,Regular
765a3676-606f-464c-b410-b7cb23bc320e,2024-1,Ingeniería Biomédica,2020,80.99,78.76,25,1,6,150,50.0,92.28,4,2,3,2,0,0,0,0,Irregular
a3b022b2-b870-488a-b6f8-f9c9a848bffb,2023-1,Ingeniería en Desarrollo de Software,2021,77.44,81.28,38,0,6,228,76.0,84.92,5,1,2,1,1,0,1,0,Regular
4f24bc38-cae2-4a34-97a7-3b6eb93ceb75,2024-1,Ingeniería en Desarrollo de Software,2021,87.18,89.81,28,2,4,168,56.0,92.23,3,4,1,0,0,0,1,0,Irregular
c2def1df-af5e-4475-83a4-37cf894dc064,2023-1,Ingeniería Biomédica,2021,64.31,62.98,32,5,7,192,64.0,70.39,8,2,4,2,2,0,2,4,Irregular
ccf847c8-a7e0-4db7-863c-aec8b634029e,2023-1,Ingeniería en Energía,2020,77.33,86.4,33,2,6,198,66.0,86.64,6,3,1,0,0,0,1,0,Irregular
e3ad1061-8aba-418e-a2d1-d72b9abc3bf2,2023-2,Ingeniería Biomédica,2021,90.71,96.9,20,0,4,120,40.0,98.33,2,0,0,0,0,0,0,0,Regular
0ff2890e-0e7d-4ac5-b531-531a04ab2af4,2023-1,Ingeniería en Energía,2020,71.82,54.02,36,2,7,216,72.0,77.93,9,3,5,4,1,2,2,1,Irregular
b33a39b0-4aec-4c8a-9996-d2620f81f945,2023-2,Ingeniería Agroindustrial,2023,87.57,92.74,19,2,7,114,38.0,82.8,2,3,2,0,0,1,0,1,Irregular
a6761828-7ddf-45ae-b3ea-13bcf14a0f74,2023-2,Ingeniería en Desarrollo de Software,2022,74.76,62.03,22,5,6,132,44.0,66.72,10,2,4,3,2,0,2,2,Irregular
201166db-640e-4fd8-a295-ca220b09ec2a,2023-2,Ingeniería Biomédica,2021,85.6,70.05,30,0,7,180,60.0,83.8,4,2,3,1,1,2,1,1,Regular
2ed4c81e-2c1a-4c83-9788-a949f8d9cad6,2023-1,Ingeniería Biomédica,2021,98.57,96.36,22,0,6,132,44.0,97.91,0,0,0,1,0,0,0,0,Regular
299bfe89-1d0c-44af-9ef8-917964be1d91,2023-2,Ingeniería Biomédica,2021,88.23,80.73,35,1,6,210,70.0,83.33,3,1,1,2,1,1,1,0,Irregular
95b94afc-b427-4c90-956f-3e311446b581,2024-1,Ingeniería en Energía,2021,96.09,98.22,26,0,7,156,52.0,98.42,1,1,1,1,0,0,0,0,Regular
8424202d-96ca-460b-a24e-2e30ef256c40,2024-1,Ingeniería Biomédica,2022,92.79,91.7,28,0,6,168,56.0,96.14,1,2,1,0,0,0,0,0,Regular
93b4de3d-97fc-4274-9787-c7c56366aa52,2023-1,Ingeniería en Energía,2020,62.05,73.01,22,2,4,132,44.0,67.06,11,4,4,3,2,0,1,1,Irregular
6a8f5f41-871c-48bc-bcac-65b782a3f9b7,2023-2,Ingeniería Agroindustrial,2023,88.1,82.03,30,1,5,180,60.0,88.44,2,3,1,1,0,2,1,1,Irregular
38e84df0-8753-423a-9234-813698d10153,2024-1,Ingeniería Biomédica,2022,79.81,90.33,25,1,6,150,50.0,87.66,3,4,3,2,1,2,1,1,Irregular
decaf6d8-673e-42da-bb63-9cb8fba165ff,2023-1,Ingeniería en Energía,2022,89.43,88.39,39,0,7,234,78.0,43.36,20,1,4,0,5,0,0,0,Regular
91d39f1b-2b6b-433f-81ae-8a5a1c11f1af,2023-2,Ingeniería Agroindustrial,2021,94.08,89.3,23,0,5,138,46.0,33.74,16,0,5,0,5,2,0,0,Regular
efaae7b6-e644-453b-b430-40def24f6d7a,2023-2,Ingeniería Biomédica,2020,71.79,53.77,17,5,6,102,34.0,63.8,9,4,3,2,1,2,2,1,Irregular
0d2a219f-8349-4561-ab46-cdc7e9f41567,2023-2,Ingeniería Biomédica,2020,51.58,23.35,14,8,4,84,28.0,24.19,24,2,2,0,4,0,4,5,Baja Temporal
6adc8527-a4be-4e42-b3f0-9d4f048edeb8,2024-1,Ingeniería en Energía,2020,48.82,4.74,18,8,7,108,36.0,45.19,30,3,2,0,3,0,5,4,Baja Temporal
1572bf11-4ddb-4b9e-82b8-dbb34f7b2f6b,2023-2,Ingeniería en Desarrollo de Software,2021,94.15,93.29,21,0,6,126,42.0,43.16,25,2,5,0,4,2,0,0,Regular
f993c9d6-4ef1-450d-9e2b-669bb9bc1b03,2023-2,Ingeniería en Desarrollo de Software,2021,74.76,71.25,28,2,4,168,56.0,71.03,9,2,2,3,3,1,1,4,Irregular
919c4ccb-a2c0-4469-95f8-6ce3c767b68b,2024-1,Ingeniería Biomédica,2023,73.16,53.08,38,2,5,228,76.0,61.35,5,4,5,1,3,2,1,3,Irregular
453cfed8-1fbe-46d8-b9ee-d0b88a320fc1,2023-1,Ingeniería Biomédica,2021,84.85,81.66,28,1,6,168,56.0,81.88,3,1,2,2,1,0,1,0,Irregular
b1403897-6adb-41e5-8041-2e19b933fbaf,2023-1,Ingeniería en Desarrollo de Software,2020,93.4,90.53,33,0,7,198,66.0,98.09,2,1,1,0,0,0,0,0,Regular
335e9df1-e7c3-4aeb-87ed-2e78d2ab9540,2024-1,Ingeniería en Energía,2023,84.09,84.24,34,2,7,204,68.0,86.18,4,2,3,0,1,2,0,1,Irregular
cc0ead60-a1fd-4af5-a83f-5ce1f5ede8c6,2023-1,Ingeniería en Desarrollo de Software,2023,61.09,52.69,29,2,7,174,58.0,64.01,10,6,5,1,3,2,3,1,Irregular
5f9a520d-27f4-4c30-b936-86fed351bd00,2023-2,Ingeniería en Energía,2020,82.3,91.79,33,2,6,198,66.0,90.74,2,3,3,2,0,2,0,0,Irregular
27244229-eb4c-4fb7-8aac-f9754fe077f4,2023-1,Ingeniería Biomédica,2023,82.47,91.68,36,0,5,216,72.0,87.98,3,1,2,1,0,1,1,1,Regular
0f774ed6-2791-4340-89f2-a6a806f41611,2023-2,Ingeniería Biomédica,2021,81.44,91.82,24,2,6,144,48.0,87.4,3,1,2,1,1,1,1,0,Irregular
acd8d80d-12d5-4ae8-84de-9fda93fb977b,2023-2,Ingeniería Agroindustrial,2023,89.46,82.17,38,2,7,228,76.0,83.15,5,2,3,1,0,1,0,1,Irregular
5207e979-35b1-4fba-96ad-0962138733e9,2023-1,Ingeniería Agroindustrial,2023,89.6,93.59,37,2,6,222,74.0,80.83,5,3,2,2,0,2,1,1,Irregular
1e35bca4-569b-4dc7-b162-5e5e100132ee,2024-1,Ingeniería en Desarrollo de Software,2023,51.91,32.59,32,8,5,192,64.0,29.35,29,0,2,0,5,0,2,8,Baja Temporal
6c0f19c7-d0ec-45fc-910f-908c48a3faab,2024-1,Ingeniería en Desarrollo de Software,2020,82.63,85.64,31,2,5,186,62.0,83.79,4,1,3,0,0,2,0,0,Irregular
2492b607-5579-4964-ba76-906484a0e00d,2023-1,Ingeniería Agroindustrial,2022,70.73,63.92,28,3,7,168,56.0,74.53,9,4,4,4,3,2,2,4,Irregular
ff759f0d-15e0-4b46-be0a-ac2bef81611b,2024-1,Ingeniería Agroindustrial,2021,76.2,74.8,28,2,4,168,56.0,87.15,3,1,2,1,1,2,0,0,Irregular
6c2400df-1065-4e72-9226-e011812ffa41,2023-1,Ingeniería Biomédica,2023,87.98,78.59,20,0,5,120,40.0,93.24,4,4,1,1,0,1,0,0,Regular
d9eee207-8a67-4b1c-81e7-f1b8242b78f6,2023-1,Ingeniería Agroindustrial,2020,90.68,92.51,25,0,4,150,50.0,95.45,2,2,1,0,0,0,0,0,Regular
fd2e22a1-a5b7-49f2-90ab-1644a22014ee,2023-2,Ingeniería Biomédica,2021,70.46,67.92,25,2,5,150,50.0,73.57,8,3,2,3,2,0,3,2,Irregular
4d984b41-5cf0-4d4f-8214-aa14b87d1e42,2024-1,Ingeniería Agroindustrial,2021,73.55,53.96,31,2,7,186,62.0,70.61,11,6,2,1,1,2,1,1,Irregular
75ac9100-c4ec-4add-9562-d3efe86452f1,2023-2,Ingeniería Biomédica,2023,76.38,81.03,19,2,6,114,38.0,94.19,2,1,2,2,0,1,0,1,Irregular
f497c730-a451-48fa-9304-e8ba859752f3,2024-1,Ingeniería en Desarrollo de Software,2021,87.96,91.39,37,0,7,222,74.0,40.97,19,1,8,0,3,2,0,0,Regular
9b265753-701d-4c6e-ac77-c189ed4e657e,2023-1,Ingeniería Agroindustrial,2022,83.12,76.24,35,0,5,210,70.0,87.95,4,3,2,1,0,2,1,0,Regular
d8d6e79a-6130-487d-ba36-636808f56645,2024-1,Ingeniería en Energía,2021,70.04,54.47,23,2,6,138,46.0,78.25,5,5,3,4,1,0,3,4,Irregular
fb7f19cc-67e9-4cf6-bdec-30473402be3a,2024-1,Ingeniería Agroindustrial,2020,64.51,70.89,30,5,6,180,60.0,65.25,12,3,4,2,3,2,2,3,Irregular
bba9e7d3-8ed4-4fc1-a86a-1c04ed0585d0,2023-1,Ingeniería en Energía,2020,93.71,95.28,30,0,5,180,60.0,95.16,1,1,1,0,0,0,0,0,Regular
0820aa33-03c7-4e7e-87c3-356742db0358,2023-1,Ingeniería en Energía,2022,49.18,3.41,26,8,7,156,52.0,54.72,23,1,0,0,2,0,5,7,Baja Temporal
696e1393-7747-4f41-8ac8-e92ccb370a62,2024-1,Ingeniería Biomédica,2022,96.56,97.04,21,0,4,126,42.0,95.15,1,2,1,1,0,0,0,0,Regular
2f6e62b2-5416-4cc9-bf41-413c2bbde733,2023-1,Ingeniería Agroindustrial,2023,62.04,70.78,26,4,7,156,52.0,65.84,5,2,4,2,2,0,2,4,Irregular
0f9eb28a-3933-4a16-8caa-a41f8d40b607,2023-1,Ingeniería en Energía,2022,78.98,90.44,30,2,5,180,60.0,83.79,4,4,1,2,0,2,0,0,Irregular
11a8708b-ec94-4a16-ab1d-62775e139340,2024-1,Ingeniería Agroindustrial,2020,77.34,84.53,34,2,6,204,68.0,82.14,6,1,3,1,0,0,1,0,Irregular
f053c71b-8aaa-4f33-b56a-d1826e506b26,2024-1,Ingeniería en Desarrollo de Software,2020,86.57,85.16,20,0,7,120,40.0,30.65,16,2,6,0,4,2,0,0,Regular
09ab6e65-196e-4d34-9965-28462490ebb1,2023-2,Ingeniería Agroindustrial,2022,81.95,78.9,37,2,5,222,74.0,81.1,3,2,2,0,0,0,0,1,Irregular
70f4d51f-a708-421b-83e4-e1711d112c25,2023-2,Ingeniería Agroindustrial,2023,48.84,5.7,34,4,4,204,68.0,34.2,10,1,1,0,3,0,5,8,Irregular
e7360cf1-91fc-4fc5-8ebc-5786782a62b9,2023-1,Ingeniería Biomédica,2021,60.46,54.19,36,4,4,216,72.0,79.28,9,3,3,2,1,2,2,3,Irregular
6b9f6a4a-7d49-4672-9793-da7c0a5d23e2,2024-1,Ingeniería Biomédica,2023,80.22,91.8,29,1,6,174,58.0,87.65,4,2,3,0,0,2,0,0,Irregular
fe94a765-0d8f-4437-a53e-97c209bc0eec,2024-1,Ingeniería Agroindustrial,2020,54.66,26.78,27,6,6,162,54.0,27.26,16,1,1,0,3,0,3,4,Irregular
ff17e5dd-e2f4-478d-b2b1-982f1ae1cf12,2023-1,Ingeniería en Energía,2022,71.88,51.52,28,5,6,168,56.0,67.08,10,4,4,4,2,1,1,1,Irregular
5c123a69-8d15-4cee-b582-31a2e44e2628,2023-2,Ingeniería en Energía,2023,85.4,70.67,30,1,4,180,60.0,91.21,3,3,3,1,1,1,0,1,Irregular
7a43e99e-4c28-4d38-a166-a9890e49aaed,2023-2,Ingeniería Agroindustrial,2021,88.41,89.49,20,0,6,120,40.0,94.65,6,4,1,2,1,1,1,0,Regular
0ff5b166-f267-4f80-9edb-904e4584dfcd,2023-1,Ingeniería Biomédica,2023,89.89,78.53,20,2,4,120,40.0,88.08,5,1,2,0,0,0,1,1,Irregular
ae175c1c-bf27-400a-9cd7-1f4d32323269,2023-2,Ingeniería en Desarrollo de Software,2021,49.38,38.95,21,8,7,126,42.0,54.7,29,1,2,0,2,0,3,3,Irregular
56f59ca1-3a8a-4262-9518-bdb59382e211,2024-1,Ingeniería en Desarrollo de Software,2020,60.31,57.92,24,5,6,144,48.0,78.66,10,6,3,1,1,2,3,4,Irregular
1c9a1e94-e09a-4ce5-883c-18f28a34dd0b,2024-1,Ingeniería en Energía,2022,88.5,91.98,22,0,4,132,44.0,94.75,5,3,3,2,0,0,1,0,Regular
7a6727ec-1159-408c-a107-946dd06d2a58,2024-1,Ingeniería en Desarrollo de Software,2020,90.62,92.22,29,0,5,174,58.0,44.36,20,2,4,0,6,2,0,0,Regular
a17bce90-4cb7-4a83-a02a-493e3171ebf7,2024-1,Ingeniería Biomédica,2023,77.89,77.8,24,1,6,144,48.0,84.59,4,3,2,1,1,1,0,1,Irregular
b2b45366-b4ce-4001-8919-4e611215ce92,2023-2,Ingeniería Biomédica,2020,96.37,96.19,32,0,5,192,64.0,96.1,1,1,1,1,0,0,0,0,Regular
8ba4360a-b09b-44c9-aca8-c12143abed61,2023-2,Ingeniería Agroindustrial,2023,77.36,89.54,30,2,6,180,60.0,81.43,4,4,2,2,1,2,1,0,Irregular
15869b3b-860f-483b-bc28-05b8af9c83df,2024-1,Ingeniería en Desarrollo de Software,2021,78.99,80.05,26,0,4,156,52.0,94.6,6,2,2,1,0,0,0,0,Regular
b3ff652d-d112-4bfb-a5e2-a0f30bb6c891,2023-2,Ingeniería Biomédica,2023,87.03,92.06,32,2,5,192,64.0,85.56,6,3,2,0,0,0,1,1,Irregular
4d605a94-134d-441c-b36e-8ada58fc7db8,2023-2,Ingeniería en Energía,2020,85.28,87.15,18,2,7,108,36.0,86.52,6,1,3,0,0,1,1,1,Irregular
3c68d4cc-9108-426b-a677-d5e04e3b19d6,2023-2,Ingeniería en Energía,2022,77.37,91.76,30,0,7,180,60.0,81.9,4,4,3,0,1,1,1,0,Regular
1d1e8f49-d84b-4aae-8757-ee85d40bec31,2024-1,Ingeniería en Energía,2022,92.24,94.67,34,0,4,204,68.0,44.74,20,0,5,0,3,1,0,0,Regular
07eddc70-ef97-4077-a0f4-baf15c730a2f,2023-1,Ingeniería en Energía,2021,91.43,93.97,22,0,7,132,44.0,30.5,19,0,7,0,5,0,0,0,Regular
d6089d67-7acd-46c7-9279-1a18666ba552,2024-1,Ingeniería en Energía,2020,67.44,74.01,24,2,6,144,48.0,70.41,12,2,4,3,1,2,1,4,Irregular
e1268c55-e0d0-4a4d-afef-85e0f89ba648,2023-1,Ingeniería en Desarrollo de Software,2022,75.79,92.25,28,1,4,168,56.0,91.28,6,2,3,1,0,1,1,0,Irregular
e6e2098c-7f67-424c-8bb7-c7b71ceca25c,2023-1,Ingeniería en Energía,2022,68.82,66.62,31,4,4,186,62.0,76.98,5,5,5,2,2,0,2,2,Irregular
a406bdc6-d063-4750-ad42-56f571d5267d,2024-1,Ingeniería Agroindustrial,2023,94.2,94.27,20,0,5,120,40.0,30.04,16,0,7,0,4,1,0,0,Regular
0b288d31-f910-4d40-a661-999520314225,2023-2,Ingeniería en Energía,2021,64.53,62.03,27,3,7,162,54.0,65.03,12,6,2,1,3,1,3,3,Irregular
27b09c2a-60fd-492e-9dd6-fed5260d65df,2023-2,Ingeniería Biomédica,2022,52.08,46.75,30,8,6,180,60.0,36.65,18,3,0,0,4,0,4,8,Irregular
cfd8d6d0-0255-46fb-a215-b19648ebb25b,2024-1,Ingeniería en Desarrollo de Software,2020,60.86,60.88,29,5,7,174,58.0,66.18,9,4,4,1,3,0,2,4,Irregular
1643fc35-5bf8-418e-980c-82ba12cb81dc,2023-2,Ingeniería Biomédica,2020,76.56,71.19,29,1,4,174,58.0,80.84,6,3,2,0,1,2,0,0,Irregular
d8361e22-e328-4f89-9f6e-9a3da71c57f6,2023-1,Ingeniería en Energía,2021,85.16,81.27,35,0,7,210,70.0,90.9,2,4,3,2,1,1,0,1,Regular
b7e10d7d-84df-46f7-bd27-94dcce118001,2023-1,Ingeniería Biomédica,2020,86.86,93.75,31,2,5,186,62.0,88.55,3,1,2,2,1,1,0,0,Irregular
15211761-a8b5-44f8-a8ef-5af6fcc32684,2023-1,Ingeniería en Energía,2021,62.57,64.15,23,2,6,138,46.0,77.99,10,5,2,3,1,1,2,2,Irregular
40a23648-2303-46cf-8bfc-cfcad30ef442,2023-2,Ingeniería Biomédica,2020,76.34,77.73,34,1,7,204,68.0,92.33,3,1,1,2,0,0,1,0,Irregular
f5c613f4-8c48-49c8-871c-4adeff82d8cb,2024-1,Ingeniería en Desarrollo de Software,2020,84.77,78.01,28,0,5,168,56.0,83.89,6,4,3,1,0,1,1,0,Regular
2a36f256-1d27-4eed-9153-526e494999b2,2023-1,Ingeniería en Desarrollo de Software,2020,83.89,74.8,30,2,6,180,60.0,80.0,4,1,1,2,0,2,1,1,Irregular
5b740053-9c3a-4ac6-ad6e-82ae0787441c,2024-1,Ingeniería Agroindustrial,2020,92.39,93.34,37,0,6,222,74.0,32.15,24,2,4,0,3,1,0,0,Regular
65b6f118-92eb-4c10-add7-340cdac13425,2024-1,Ingeniería en Energía,2022,61.33,57.18,28,4,6,168,56.0,64.13,8,4,2,2,3,0,1,4,Irregular
fc4ba8da-8883-4e6e-a956-39a8a4570391,2023-1,Ingeniería en Desarrollo de Software,2020,88.63,94.73,38,2,7,228,76.0,82.01,5,2,1,1,1,0,0,1,Irregular
4dcc52ff-7bd8-4c01-8f58-5a3bc24d7fb5,2024-1,Ingeniería Agroindustrial,2023,68.87,54.31,30,2,5,180,60.0,70.98,7,3,5,3,1,0,2,1,Irregular
c10731c9-2461-4b31-9b35-ee7eb0132651,2024-1,Ingeniería Agroindustrial,2021,74.14,57.39,37,2,4,222,74.0,78.21,6,2,5,4,3,1,3,2,Irregular
ef732f5a-765a-419c-a171-c952e66f1466,2024-1,Ingeniería en Energía,2022,79.34,76.36,23,2,7,138,46.0,89.47,3,1,2,1,1,2,1,1,Irregular
62f686b3-da34-4e9e-a1b8-fbc218bcb24d,2023-2,Ingeniería Biomédica,2020,73.06,61.85,17,5,7,102,34.0,68.36,12,3,5,4,2,0,2,3,Irregular
88854c28-e7de-4058-8e22-8f57a8f67e98,2023-2,Ingeniería en Desarrollo de Software,2022,84.12,89.24,32,1,7,192,64.0,87.22,3,2,2,1,1,1,0,1,Irregular
d2bcf228-7a0a-40a1-897b-cf3af0b5f037,2023-1,Ingeniería en Desarrollo de Software,2023,83.96,90.53,39,1,5,234,78.0,89.83,4,1,2,0,1,2,1,0,Irregular
f6dff5d6-eb3b-4f40-9233-0dda06769303,2023-2,Ingeniería Agroindustrial,2021,76.52,82.24,40,0,7,240,80.0,83.74,3,4,1,2,0,2,0,1,Regular
a34dfa69-df83-4317-ad41-0c247dcd5266,2023-1,Ingeniería Agroindustrial,2022,96.09,99.77,24,0,6,144,48.0,98.62,1,0,0,1,0,0,0,0,Regular
68c006b9-a614-489a-9c39-bb384d145464,2023-1,Ingeniería en Desarrollo de Software,2020,90.94,96.93,20,0,6,120,40.0,98.91,1,1,1,1,0,0,0,0,Regular
85ddc15a-02e7-4434-8460-b342c2910ffe,2023-2,Ingeniería Biomédica,2020,87.87,92.9,23,0,5,138,46.0,35.57,15,1,5,0,3,2,0,0,Regular
de503ee0-a0bc-4e1a-9f2a-187a9518fd79,2023-2,Ingeniería Biomédica,2022,87.05,92.33,27,2,6,162,54.0,93.58,5,1,2,2,0,1,1,0,Irregular
caddf4e6-503b-432f-9f4a-26355c28fe84,2024-1,Ingeniería en Energía,2020,78.09,70.46,29,1,4,174,58.0,83.6,5,1,2,0,1,2,0,1,Irregular
f62cf405-b56e-4456-9970-17d0ebe68f53,2023-2,Ingeniería en Desarrollo de Software,2021,98.66,92.57,40,0,7,240,80.0,95.37,1,1,0,1,0,0,0,0,Regular
f6a4d5e8-9351-4d79-b5d9-54a81cb38281,2023-1,Ingeniería Agroindustrial,2022,89.11,81.98,38,2,6,228,76.0,90.9,5,1,3,0,1,2,1,1,Irregular
12c82758-2ae0-430f-a3b9-37e5a8f83c1e,2023-1,Ingeniería Agroindustrial,2022,98.98,92.03,23,0,4,138,46.0,96.35,1,0,0,0,0,0,0,0,Regular
6b50147c-5489-4703-ab62-f26d52e43d58,2024-1,Ingeniería Biomédica,2022,80.91,84.65,27,0,7,162,54.0,92.35,3,3,3,1,0,2,0,1,Regular
0a73f653-9f7e-4deb-a290-be36cd08f28c,2023-1,Ingeniería Agroindustrial,2021,84.27,91.75,20,0,7,120,40.0,91.02,5,4,3,0,0,2,0,0,Regular
