id_estudiante,id_periodo,programa,cohorte,estatus_academico,promedio_general,promedio_periodo,porcentaje_avance,porcentaje_asistencia,retardos,num_asesorias,num_incidencias,recursamientos,rezago_materias,creditos_inscritos_periodo,creditos_aprobados_periodo,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
IAG20220113,2022-1,Ingeniería Agroindustrial,2022,Irregular,61.3,61.3,0.0,57.86,1,5,2,0,2,10.0,0.0,1,0,2,2,0,0.0,25.0,3,2,3,2,3,1,0
IAG20220113,2022-2,Ingeniería Agroindustrial,2022,Irregular,57.9,51.1,0.0,60.32,3,5,0,0,3,6.0,0.0,2,0,1,3,0,-10.2,6.79,2,0,2,0,1,0,0
IAG20220113,2023-1,Ingeniería Agroindustrial,2022,Irregular,59.48,61.85,2.17,65.56,1,3,0,0,4,13.0,6.0,3,0,1,4,0,3.95,68.06,2,1,2,1,1,0,0
IAG20220113,2023-2,Ingeniería Agroindustrial,2022,Irregular,58.8,57.1,2.17,51.35,3,3,2,1,5,10.0,0.0,4,0,2,6,0,-2.38,0.81,4,1,4,1,4,2,0
IAG20220113,2024-1,Ingeniería Agroindustrial,2022,Irregular,58.42,55.8,2.17,51.96,3,3,2,1,6,4.0,0.0,5,0,1,7,0,-3.0,7.65,3,1,3,1,3,1,0
IAG20220116,2022-2,Ingeniería Agroindustrial,2022,Egresado,77.0,77.0,1.81,89.07,2,2,0,0,0,5.0,5.0,1,1,0,0,0,0.0,5.91,0,2,0,2,1,0,0
IAG20220116,2023-1,Ingeniería Agroindustrial,2022,Egresado,84.05,91.1,4.71,89.93,1,1,0,0,0,8.0,8.0,2,1,0,0,0,14.1,7.39,0,2,0,2,1,1,0
IAG20220116,2024-2,Ingeniería Agroindustrial,2022,Egresado,80.88,77.7,9.42,80.66,1,2,0,0,1,13.0,13.0,3,3,0,0,0,-6.35,6.25,0,2,0,2,0,1,0
IAG20220116,2025-1,Ingeniería Agroindustrial,2022,Egresado,80.38,78.4,11.59,84.65,2,1,0,0,1,6.0,6.0,4,3,0,0,0,-2.47,6.39,0,2,0,2,2,1,0
IAG20220135,2022-1,Ingeniería Agroindustrial,2022,Regular,73.8,73.8,2.17,82.8,1,0,0,0,0,6.0,6.0,1,0,0,0,0,0.0,4.85,0,2,0,2,1,1,0
IAG20220135,2022-2,Ingeniería Agroindustrial,2022,Regular,79.3,84.8,4.35,81.68,1,2,0,0,0,6.0,6.0,2,0,0,0,0,11.0,4.3,0,0,0,0,1,1,0
IAG20220135,2023-2,Ingeniería Agroindustrial,2022,Regular,78.47,77.65,8.7,83.21,1,0,0,0,0,12.0,12.0,3,1,0,0,0,-1.65,9.3,0,1,0,2,2,0,0
IAG20220135,2024-2,Ingeniería Agroindustrial,2022,Regular,80.7,83.67,14.13,79.77,2,2,0,0,1,15.0,15.0,4,2,0,0,0,5.19,15.61,0,2,0,3,1,1,0
IAG20220135,2025-1,Ingeniería Agroindustrial,2022,Regular,79.85,73.9,16.3,75.73,3,0,0,0,1,6.0,6.0,5,2,0,0,0,-6.8,8.32,0,0,0,0,0,1,0
IAG20220148,2022-1,Ingeniería Agroindustrial,2022,Regular,89.4,89.4,2.17,90.11,0,2,0,0,0,6.0,6.0,1,0,0,0,0,0.0,7.37,0,2,0,2,0,0,0
IAG20220148,2022-2,Ingeniería Agroindustrial,2022,Regular,89.4,,2.17,82.59,0,1,0,0,0,6.0,0.0,2,0,0,0,1,,6.46,0,0,0,0,2,0,1
IAG20220148,2023-1,Ingeniería Agroindustrial,2022,Regular,91.15,92.9,4.71,88.13,1,0,0,0,0,7.0,7.0,3,0,0,0,0,3.5,2.47,0,2,0,2,1,0,0
IAG20220148,2023-2,Ingeniería Agroindustrial,2022,Regular,85.5,79.85,8.33,81.52,2,2,0,0,0,10.0,10.0,4,0,0,0,0,-11.3,41.6,0,0,0,1,2,0,0
IAG20220223,2022-1,Ingeniería Agroindustrial,2022,Regular,73.7,73.7,2.17,80.99,0,2,0,0,0,16.0,6.0,1,0,0,0,2,0.0,9.62,0,2,0,2,0,0,1
IAG20220229,2023-1,Ingeniería Agroindustrial,2022,Egresado,60.3,60.3,0.0,74.54,1,4,0,1,1,7.0,0.0,1,2,1,1,0,0.0,3.79,2,2,2,2,0,0,0
IAG20220229,2024-1,Ingeniería Agroindustrial,2022,Egresado,65.3,70.3,1.81,83.52,1,2,0,1,1,5.0,5.0,2,3,0,1,0,10.0,5.67,0,1,0,1,2,0,0
IAG20220229,2025-1,Ingeniería Agroindustrial,2022,Egresado,76.65,88.0,6.16,78.89,1,1,0,1,2,12.0,12.0,3,4,0,1,0,22.7,6.76,0,2,0,2,2,1,0
IAG20220232,2022-1,Ingeniería Agroindustrial,2022,Irregular,77.4,77.4,3.62,85.11,0,2,0,0,0,10.0,10.0,1,0,0,0,0,0.0,0.25,0,1,0,2,1,0,0
IAG20220232,2023-1,Ingeniería Agroindustrial,2022,Irregular,80.9,87.9,5.8,86.89,2,0,0,0,0,6.0,6.0,2,1,0,0,0,10.5,9.74,0,1,0,1,2,1,0
IAG20220232,2024-1,Ingeniería Agroindustrial,2022,Irregular,77.54,72.5,9.78,75.94,1,1,0,0,1,11.0,11.0,3,2,0,0,0,-8.4,2.89,0,0,0,1,2,0,0
IAG20220232,2025-1,Ingeniería Agroindustrial,2022,Irregular,80.39,83.95,17.03,75.76,0,2,0,0,1,20.0,20.0,4,3,0,0,0,6.41,49.32,0,3,0,4,1,0,0
IAG20220242,2022-1,Ingeniería Agroindustrial,2022,Regular,81.65,81.65,3.62,81.52,1,2,0,0,0,14.0,10.0,1,0,0,0,1,0.0,6.5,0,0,0,1,1,1,1
IAG20220244,2022-2,Ingeniería Agroindustrial,2022,Regular,80.23,80.23,6.88,86.51,1,1,0,0,0,19.0,19.0,1,1,0,0,0,0.0,42.14,0,1,0,2,1,0,0
IAG20220244,2023-1,Ingeniería Agroindustrial,2022,Regular,80.03,79.4,8.7,80.16,1,0,0,0,0,5.0,5.0,2,1,0,0,0,-0.83,7.43,0,1,0,1,1,1,0
IAG20220244,2023-2,Ingeniería Agroindustrial,2022,Regular,82.3,91.4,10.87,90.26,1,2,0,0,0,6.0,6.0,3,1,0,0,0,11.38,2.36,0,2,0,2,2,0,0
IAG20220244,2024-1,Ingeniería Agroindustrial,2022,Regular,81.87,79.7,12.32,86.74,2,0,0,0,0,4.0,4.0,4,1,0,0,0,-2.6,9.37,0,2,0,2,1,1,0
IAG20220258,2022-2,Ingeniería Agroindustrial,2022,Regular,82.7,82.7,2.9,86.94,0,0,0,0,0,8.0,8.0,1,1,0,0,0,0.0,3.3,0,1,0,1,2,0,0
IAG20220258,2023-1,Ingeniería Agroindustrial,2022,Regular,83.0,83.3,5.07,88.12,0,2,0,0,0,6.0,6.0,2,1,0,0,0,0.6,9.57,0,0,0,0,2,1,0
IAG20220258,2023-2,Ingeniería Agroindustrial,2022,Regular,79.83,76.65,8.7,80.91,2,0,0,0,0,10.0,10.0,3,1,0,0,0,-6.35,0.02,0,0,0,1,0,1,0
IAG20220258,2024-2,Ingeniería Agroindustrial,2022,Regular,79.3,77.2,10.87,76.55,1,2,0,0,1,6.0,6.0,4,2,0,0,0,-2.62,8.64,0,0,0,0,1,1,0
IAG20220258,2025-1,Ingeniería Agroindustrial,2022,Regular,77.41,74.27,15.22,70.69,2,2,0,1,1,16.0,12.0,5,2,1,1,0,-5.03,60.27,1,0,1,0,1,1,0
IAG20220262,2022-2,Ingeniería Agroindustrial,2022,Regular,85.5,85.5,2.17,81.33,1,1,0,0,0,18.0,6.0,1,1,0,0,2,0.0,8.57,0,2,0,2,2,1,1
IAG20220262,2023-1,Ingeniería Agroindustrial,2022,Regular,82.45,79.4,3.62,80.56,1,2,0,0,0,4.0,4.0,2,1,0,0,0,-6.1,2.49,0,1,0,1,0,0,0
IAG20220262,2023-2,Ingeniería Agroindustrial,2022,Regular,87.17,96.6,5.8,83.95,0,2,0,0,0,6.0,6.0,3,1,0,0,0,14.15,3.39,0,1,0,1,2,0,0
IAG20220262,2024-1,Ingeniería Agroindustrial,2022,Regular,86.78,85.6,7.25,82.81,0,1,0,0,0,4.0,4.0,4,1,0,0,0,-1.57,5.92,0,0,0,0,1,0,0
IAG20220264,2022-1,Ingeniería Agroindustrial,2022,Regular,70.0,,0.0,85.02,2,0,0,0,0,4.0,0.0,1,0,0,0,1,,6.81,0,0,0,0,2,1,1
IAG20220264,2022-2,Ingeniería Agroindustrial,2022,Regular,78.4,78.4,2.54,79.26,0,2,0,0,0,13.0,7.0,2,0,0,0,1,0.0,9.81,0,2,0,2,1,1,1
IAG20220264,2023-1,Ingeniería Agroindustrial,2022,Regular,82.5,83.87,9.06,84.38,2,2,0,0,0,18.0,18.0,3,0,0,0,0,5.47,2.88,0,1,0,2,0,0,0
IAG20220276,2022-1,Ingeniería Agroindustrial,2022,Baja Temporal,79.7,79.7,2.17,50.19,3,1,3,0,0,6.0,6.0,1,0,0,0,0,0.0,4.8,0,1,2,1,4,2,0
IAG20220276,2023-1,Ingeniería Agroindustrial,2022,Baja Temporal,78.9,78.5,6.88,56.04,3,1,3,0,0,13.0,13.0,2,1,0,0,0,-1.2,0.09,0,2,2,2,3,2,0
IAG20220276,2024-1,Ingeniería Agroindustrial,2022,Baja Temporal,82.4,92.9,9.06,51.55,2,2,3,0,1,6.0,6.0,3,2,0,0,0,14.0,2.13,0,2,2,2,1,0,0
IAG20220276,2024-2,Ingeniería Agroindustrial,2022,Baja Temporal,80.88,74.8,11.23,43.49,3,2,3,0,1,6.0,6.0,4,2,0,0,0,-7.6,7.36,0,2,2,2,3,2,0
IAG20220279,2022-1,Ingeniería Agroindustrial,2022,Regular,70.0,,0.0,77.42,0,1,0,0,0,4.0,0.0,1,0,0,0,1,,8.39,0,2,0,2,3,0,1
IAG20220279,2023-2,Ingeniería Agroindustrial,2022,Regular,86.9,86.9,2.17,86.13,0,2,0,0,1,6.0,6.0,2,2,0,0,0,0.0,3.44,0,1,0,1,2,1,0
IAG20220279,2024-2,Ingeniería Agroindustrial,2022,Regular,87.05,87.2,3.62,81.99,2,1,0,0,1,4.0,4.0,3,3,0,0,0,0.3,2.06,0,1,0,1,0,1,0
IAG20220279,2025-1,Ingeniería Agroindustrial,2022,Regular,82.43,73.2,5.8,76.27,0,1,0,0,1,6.0,6.0,4,3,0,0,0,-13.85,8.36,0,0,0,0,0,1,0
IAG20220280,2022-1,Ingeniería Agroindustrial,2022,Regular,89.5,89.5,2.17,87.97,0,0,0,0,0,6.0,6.0,1,0,0,0,0,0.0,7.39,0,0,0,0,0,0,0
IAG20220280,2022-2,Ingeniería Agroindustrial,2022,Regular,79.6,69.7,2.17,73.17,1,1,0,1,0,4.0,0.0,2,0,1,1,0,-19.8,9.88,1,2,1,2,1,1,0
IAG20220280,2023-1,Ingeniería Agroindustrial,2022,Regular,80.48,80.93,10.14,88.91,2,0,0,1,0,22.0,22.0,3,0,0,1,0,1.33,58.88,0,3,0,4,0,0,0
IAG20220289,2023-2,Ingeniería Agroindustrial,2022,Regular,73.3,73.3,6.16,75.94,1,0,0,0,1,17.0,17.0,1,3,0,0,0,0.0,4.34,0,2,0,3,0,1,0
IAG20220289,2024-1,Ingeniería Agroindustrial,2022,Regular,76.78,82.0,9.78,82.57,2,2,0,0,1,10.0,10.0,2,3,0,0,0,8.7,10.24,0,1,0,2,1,1,0
IAG20220289,2024-2,Ingeniería Agroindustrial,2022,Regular,77.33,80.1,11.96,75.25,0,0,0,0,1,6.0,6.0,3,3,0,0,0,3.32,9.14,0,0,0,0,2,1,0
IAG20220371,2022-1,Ingeniería Agroindustrial,2022,Irregular,46.5,46.5,0.0,67.96,0,3,0,0,1,10.0,0.0,1,0,1,1,1,0.0,8.71,2,0,2,0,3,1,1
IAG20220371,2022-2,Ingeniería Agroindustrial,2022,Irregular,48.93,50.15,0.0,51.97,3,4,2,1,2,11.0,0.0,2,0,2,3,0,3.65,13.32,3,2,3,2,4,2,0
IAG20220371,2023-1,Ingeniería Agroindustrial,2022,Irregular,47.7,44.0,0.0,55.18,3,4,2,1,3,4.0,0.0,3,0,1,4,0,-4.93,4.65,3,2,3,2,4,2,0
IAG20220371,2023-2,Ingeniería Agroindustrial,2022,Irregular,48.36,51.0,0.0,61.38,2,4,0,2,3,6.0,0.0,4,0,1,5,0,3.3,2.74,2,0,2,0,2,2,0
IAG20220382,2022-1,Ingeniería Agroindustrial,2022,Regular,72.7,72.7,1.45,85.57,0,0,0,0,0,4.0,4.0,1,0,0,0,0,0.0,3.87,0,2,0,2,2,1,0
IAG20220382,2022-2,Ingeniería Agroindustrial,2022,Regular,75.83,77.4,3.62,70.28,1,1,0,0,1,16.0,6.0,2,0,1,1,1,4.7,92.16,1,2,1,2,1,0,1
IAG20220382,2023-1,Ingeniería Agroindustrial,2022,Regular,76.97,78.1,9.06,76.98,1,0,0,0,1,15.0,15.0,3,0,0,1,0,2.27,7.94,0,2,0,3,2,0,0
IAG20220382,2023-2,Ingeniería Agroindustrial,2022,Regular,77.33,79.5,11.23,79.35,1,1,0,0,1,6.0,6.0,4,0,0,1,0,2.53,9.39,0,0,0,0,0,1,0
IAG20220383,2024-1,Ingeniería Agroindustrial,2022,Egresado,75.0,75.0,2.17,76.45,2,2,0,0,2,6.0,6.0,1,4,0,0,0,0.0,5.91,0,1,0,1,2,1,0
IAG20220383,2025-1,Ingeniería Agroindustrial,2022,Egresado,79.2,81.3,6.52,79.09,2,1,0,0,2,12.0,12.0,2,5,0,0,0,6.3,54.76,0,0,0,1,2,0,0
IAG20220384,2023-1,Ingeniería Agroindustrial,2022,Irregular,82.0,82.0,2.9,76.13,2,1,0,0,1,8.0,8.0,1,2,0,0,0,0.0,6.66,0,2,0,2,1,1,0
IAG20220384,2025-1,Ingeniería Agroindustrial,2022,Irregular,76.3,73.45,5.07,64.05,3,3,0,0,3,12.0,6.0,2,5,1,1,0,-8.55,37.82,2,1,2,1,2,1,0
IAG20230002,2022-1,Ingeniería Agroindustrial,2023,Regular,75.3,75.3,2.54,77.72,2,0,0,0,0,7.0,7.0,1,0,0,0,0,0.0,2.02,0,1,0,1,0,0,0
IAG20230002,2022-2,Ingeniería Agroindustrial,2023,Regular,75.3,,2.54,85.42,2,2,0,0,0,6.0,0.0,2,0,0,0,1,,3.8,0,1,0,1,0,1,1
IAG20230002,2023-1,Ingeniería Agroindustrial,2023,Regular,72.1,70.5,4.71,69.08,2,3,0,0,1,13.0,6.0,3,0,1,1,0,-4.8,54.76,1,0,1,0,2,0,0
IAG20230002,2023-2,Ingeniería Agroindustrial,2023,Regular,71.5,69.7,4.71,69.97,1,3,0,0,2,4.0,0.0,4,0,1,2,0,-2.4,5.81,1,2,1,2,2,0,0
IAG20230002,2024-1,Ingeniería Agroindustrial,2023,Regular,71.68,72.4,6.88,78.52,0,2,0,0,2,6.0,6.0,5,0,0,2,0,0.9,7.18,0,0,0,0,0,0,0
IAG20230024,2022-1,Ingeniería Agroindustrial,2023,Regular,70.0,,0.0,80.94,0,0,0,0,0,6.0,0.0,1,0,0,0,1,,7.81,0,1,0,1,0,1,1
IAG20230024,2022-2,Ingeniería Agroindustrial,2023,Irregular,68.6,68.6,0.0,73.78,0,2,0,0,1,5.0,0.0,2,0,1,1,0,0.0,6.87,1,2,1,2,1,0,0
IAG20230024,2023-1,Ingeniería Agroindustrial,2023,Regular,73.87,76.5,4.35,83.42,0,2,0,0,1,12.0,12.0,3,0,0,1,0,7.9,2.56,0,2,0,2,1,0,0
IAG20230024,2023-2,Ingeniería Agroindustrial,2023,Regular,74.88,77.9,6.52,80.25,1,1,0,0,1,6.0,6.0,4,0,0,1,0,4.03,7.94,0,2,0,2,2,1,0
IAG20230024,2024-1,Ingeniería Agroindustrial,2023,Regular,76.42,79.5,10.87,77.68,2,2,0,0,1,12.0,12.0,5,0,0,1,0,4.62,0.09,0,0,0,1,1,0,0
IAG20230024,2024-2,Ingeniería Agroindustrial,2023,Regular,78.3,89.6,12.68,85.68,2,2,0,0,1,5.0,5.0,6,0,0,1,0,13.18,5.4,0,1,0,1,1,0,0
IAG20230030,2022-2,Ingeniería Agroindustrial,2023,Irregular,66.4,66.4,0.0,72.35,0,2,0,0,1,5.0,0.0,1,0,1,1,0,0.0,6.21,1,1,1,1,3,1,0
IAG20230030,2024-1,Ingeniería Agroindustrial,2023,Irregular,67.9,69.4,0.0,65.34,2,3,0,0,2,5.0,0.0,2,1,1,2,0,3.0,9.74,1,1,1,1,3,0,0
IAG20230030,2025-1,Ingeniería Agroindustrial,2023,Irregular,77.47,96.6,1.81,83.69,0,1,0,0,3,5.0,5.0,3,2,0,2,0,28.7,2.33,1,1,1,1,2,0,0
IAG20230074,2023-1,Ingeniería Agroindustrial,2023,Regular,79.9,79.9,2.9,83.81,1,0,0,0,0,8.0,8.0,1,0,0,0,0,0.0,3.5,0,2,0,2,1,0,0
IAG20230074,2023-2,Ingeniería Agroindustrial,2023,Regular,80.45,81.0,5.07,80.25,1,1,0,0,0,6.0,6.0,2,0,0,0,0,1.1,4.27,0,1,0,1,0,0,0
IAG20230074,2024-1,Ingeniería Agroindustrial,2023,Regular,81.03,82.2,6.52,86.04,1,1,0,0,0,4.0,4.0,3,0,0,0,0,1.75,4.76,0,2,0,2,2,0,0
IAG20230074,2025-1,Ingeniería Agroindustrial,2023,Regular,83.3,86.7,10.14,86.76,1,0,0,0,0,10.0,10.0,4,1,0,0,0,5.67,176.89,0,2,0,2,2,0,0
IAG20230105,2022-1,Ingeniería Agroindustrial,2023,Irregular,68.5,68.5,0.0,72.76,0,3,0,0,1,13.0,0.0,1,0,1,1,1,0.0,7.57,1,2,1,2,1,1,1
IAG20230105,2022-2,Ingeniería Agroindustrial,2023,Irregular,60.93,57.15,0.0,60.52,2,3,1,0,3,11.0,0.0,2,0,2,3,0,-11.35,74.82,3,0,3,0,3,2,0
IAG20230105,2023-2,Ingeniería Agroindustrial,2023,Irregular,57.0,45.2,0.0,61.77,3,4,0,1,3,6.0,0.0,3,0,1,4,0,-15.73,5.36,3,0,2,0,3,0,0
IAG20230105,2024-1,Ingeniería Agroindustrial,2023,Irregular,61.15,69.45,2.17,64.71,1,2,0,1,4,10.0,6.0,4,0,1,5,0,12.45,83.72,2,2,2,2,2,1,0
IAG20230105,2025-1,Ingeniería Agroindustrial,2023,Irregular,62.01,67.2,2.17,59.39,2,1,2,1,5,6.0,0.0,5,0,1,6,0,6.05,6.26,2,1,3,1,2,2,0
IAG20230140,2022-1,Ingeniería Agroindustrial,2023,Regular,70.0,,0.0,80.6,1,0,0,0,0,6.0,0.0,1,0,0,0,1,,8.13,0,1,0,1,2,1,1
IAG20230140,2022-2,Ingeniería Agroindustrial,2023,Regular,70.0,,0.0,82.7,2,0,0,0,0,4.0,0.0,2,0,0,0,1,,9.69,0,0,0,0,2,0,1
IAG20230140,2023-1,Ingeniería Agroindustrial,2023,Regular,90.2,90.2,1.45,91.57,0,0,0,0,0,4.0,4.0,3,0,0,0,0,0.0,6.78,0,2,0,2,2,0,0
IAG20230141,2022-1,Ingeniería Agroindustrial,2023,Regular,84.7,84.7,4.35,85.71,0,1,0,0,0,12.0,12.0,1,0,0,0,0,0.0,0.01,0,1,0,2,0,1,0
IAG20230141,2022-2,Ingeniería Agroindustrial,2023,Regular,84.7,,4.35,85.7,2,0,0,0,0,6.0,0.0,2,0,0,0,1,,8.3,0,0,0,0,1,1,1
IAG20230155,2022-1,Ingeniería Agroindustrial,2023,Regular,100.0,100.0,2.17,86.11,1,0,0,0,0,6.0,6.0,1,0,0,0,0,0.0,9.09,0,1,0,1,2,1,0
IAG20230155,2022-2,Ingeniería Agroindustrial,2023,Regular,89.85,86.47,7.25,84.23,2,2,0,0,0,14.0,14.0,2,0,0,0,0,-13.53,43.06,0,3,0,4,1,0,0
IAG20230179,2022-2,Ingeniería Agroindustrial,2023,Regular,92.2,92.2,2.9,86.54,0,0,0,0,0,8.0,8.0,1,0,0,0,0,0.0,5.3,0,2,0,2,1,0,0
IAG20230179,2023-2,Ingeniería Agroindustrial,2023,Regular,90.0,87.8,5.43,81.96,2,1,0,0,0,7.0,7.0,2,0,0,0,0,-4.4,5.09,0,2,0,2,2,1,0
IAG20230179,2024-1,Ingeniería Agroindustrial,2023,Regular,88.7,86.1,7.61,87.28,1,1,0,0,0,6.0,6.0,3,0,0,0,0,-3.9,6.35,0,1,0,1,1,1,0
IAG20230179,2025-1,Ingeniería Agroindustrial,2023,Regular,87.45,83.7,9.06,86.52,0,1,0,0,0,4.0,4.0,4,1,0,0,0,-5.0,7.53,0,1,0,1,0,0,0
IAG20230188,2022-2,Ingeniería Agroindustrial,2023,Irregular,89.0,89.0,5.8,85.21,1,1,0,0,0,16.0,16.0,1,0,0,0,0,0.0,24.01,0,0,0,1,1,0,0
IAG20230188,2023-1,Ingeniería Agroindustrial,2023,Irregular,82.72,76.45,10.87,85.16,0,1,0,0,0,14.0,14.0,2,0,0,0,0,-12.55,12.6,0,1,0,2,0,1,0
IAG20230188,2023-2,Ingeniería Agroindustrial,2023,Irregular,84.76,92.9,12.68,91.29,2,0,0,0,0,5.0,5.0,3,0,0,0,0,10.18,7.94,0,2,0,2,0,1,0
IAG20230188,2024-1,Ingeniería Agroindustrial,2023,Irregular,86.28,93.9,14.86,87.24,2,0,0,0,0,6.0,6.0,4,0,0,0,0,9.14,7.25,0,1,0,1,0,0,0
IAG20230188,2025-1,Ingeniería Agroindustrial,2023,Irregular,82.74,72.1,19.2,83.35,2,2,0,0,0,12.0,12.0,5,0,0,0,0,-14.18,1.44,0,1,0,2,2,1,0
IAG20230213,2023-2,Ingeniería Agroindustrial,2023,Irregular,85.65,85.65,4.35,85.89,1,2,0,0,0,12.0,12.0,1,1,0,0,0,0.0,7.56,0,0,0,1,1,1,0
IAG20230213,2024-2,Ingeniería Agroindustrial,2023,Irregular,86.77,89.0,5.8,86.2,0,1,0,0,1,4.0,4.0,2,2,0,0,0,3.35,6.02,0,2,0,2,0,1,0
IAG20230219,2022-1,Ingeniería Agroindustrial,2023,Irregular,75.6,75.6,1.45,83.7,0,0,0,0,0,4.0,4.0,1,0,0,0,0,0.0,8.77,0,1,0,1,0,0,0
IAG20230219,2022-2,Ingeniería Agroindustrial,2023,Irregular,83.87,88.0,5.07,91.53,1,2,0,0,0,10.0,10.0,2,0,0,0,0,12.4,1.96,0,0,0,1,2,1,0
IAG20230219,2023-2,Ingeniería Agroindustrial,2023,Irregular,85.62,88.25,8.7,81.7,1,0,0,0,0,10.0,10.0,3,0,0,0,0,4.38,34.22,0,1,0,2,1,0,0
IAG20230236,2022-1,Ingeniería Agroindustrial,2023,Baja Temporal,61.7,61.7,2.17,28.19,5,3,4,0,2,18.0,6.0,1,0,2,2,0,0.0,132.56,3,1,4,1,3,3,0
IAG20230236,2022-2,Ingeniería Agroindustrial,2023,Baja Temporal,65.33,76.2,4.35,46.48,2,2,3,0,2,6.0,6.0,2,0,0,2,0,14.5,2.93,0,0,2,0,3,2,0
IAG20230261,2022-1,Ingeniería Agroindustrial,2023,Irregular,82.35,82.35,4.71,83.39,0,0,0,0,0,13.0,13.0,1,0,0,0,0,0.0,8.12,0,0,0,1,2,1,0
IAG20230261,2022-2,Ingeniería Agroindustrial,2023,Irregular,80.83,77.8,6.88,79.23,2,1,0,0,0,6.0,6.0,2,0,0,0,0,-4.55,2.07,0,1,0,1,0,0,0
IAG20230261,2023-2,Ingeniería Agroindustrial,2023,Irregular,78.77,76.7,13.04,82.44,1,0,0,0,0,17.0,17.0,3,0,0,0,0,-4.13,5.18,0,2,0,3,2,1,0
IAG20230261,2024-2,Ingeniería Agroindustrial,2023,Irregular,78.76,78.7,15.22,79.41,2,0,0,0,0,6.0,6.0,4,0,0,0,0,-0.07,8.74,0,0,0,0,1,0,0
IAG20230261,2025-1,Ingeniería Agroindustrial,2023,Irregular,77.76,74.25,17.39,76.45,1,1,0,0,1,10.0,6.0,5,0,1,1,0,-4.51,135.72,1,0,1,0,1,0,0
IAG20230266,2022-1,Ingeniería Agroindustrial,2023,Regular,75.3,75.3,4.71,83.74,0,1,0,0,0,13.0,13.0,1,0,0,0,0,0.0,28.09,0,1,0,2,2,0,0
IAG20230266,2022-2,Ingeniería Agroindustrial,2023,Regular,75.3,75.3,9.06,79.76,0,2,0,0,0,12.0,12.0,2,0,0,0,0,0.0,5.29,0,2,0,2,0,1,0
IAG20230266,2023-1,Ingeniería Agroindustrial,2023,Regular,77.18,84.7,10.87,84.3,1,1,0,0,0,5.0,5.0,3,0,0,0,0,9.4,9.61,0,1,0,1,1,0,0
IAG20230281,2022-1,Ingeniería Agroindustrial,2023,Irregular,68.6,68.6,0.0,74.4,1,3,0,0,1,7.0,0.0,1,0,1,1,0,0.0,6.2,1,2,1,2,1,0,0
IAG20230281,2022-2,Ingeniería Agroindustrial,2023,Irregular,62.0,58.7,2.17,67.03,3,4,0,0,2,12.0,6.0,2,0,1,2,0,-9.9,201.64,2,1,2,1,2,1,0
IAG20230281,2023-2,Ingeniería Agroindustrial,2023,Irregular,60.65,56.6,2.17,59.87,2,4,2,0,3,4.0,0.0,3,0,1,3,0,-5.4,6.43,2,2,3,2,1,0,0
IAG20230306,2022-1,Ingeniería Agroindustrial,2023,Regular,74.4,74.4,2.17,76.82,1,0,0,0,0,6.0,6.0,1,0,0,0,0,0.0,3.58,0,0,0,0,1,1,0
IAG20230306,2022-2,Ingeniería Agroindustrial,2023,Irregular,62.97,57.25,2.17,59.37,3,4,2,0,2,11.0,0.0,2,0,2,2,0,-17.15,19.8,3,1,3,1,1,1,0
IAG20230337,2022-2,Ingeniería Agroindustrial,2023,Regular,73.8,73.8,1.81,82.53,0,1,0,0,0,5.0,5.0,1,0,0,0,0,0.0,2.64,0,0,0,0,1,1,0
IAG20230337,2023-1,Ingeniería Agroindustrial,2023,Regular,78.6,80.2,8.33,82.89,1,1,0,0,0,18.0,18.0,2,0,0,0,0,6.4,32.58,0,3,0,4,2,1,0
IAG20230337,2024-2,Ingeniería Agroindustrial,2023,Regular,78.23,77.5,11.96,79.11,0,2,0,0,0,10.0,10.0,3,1,0,0,0,-1.1,49.0,0,0,0,1,2,0,0
IAG20230337,2025-1,Ingeniería Agroindustrial,2023,Regular,78.5,79.03,17.75,85.56,1,2,0,0,0,16.0,16.0,4,1,0,0,0,0.8,3.48,0,2,0,3,1,1,0
IAG20230363,2022-1,Ingeniería Agroindustrial,2023,Irregular,68.1,68.1,0.0,66.32,1,1,0,0,1,10.0,0.0,1,0,1,1,1,0.0,4.39,1,1,1,1,2,0,1
IAG20230363,2023-2,Ingeniería Agroindustrial,2023,Regular,75.15,82.2,2.17,83.26,2,0,0,0,1,6.0,6.0,2,0,0,1,0,14.1,8.47,0,1,0,1,2,0,0
IAG20230363,2025-1,Ingeniería Agroindustrial,2023,Regular,73.27,69.5,2.17,66.82,0,3,0,1,2,4.0,0.0,3,2,1,2,0,-5.65,9.94,1,1,1,1,1,1,0
IAG20230365,2022-1,Ingeniería Agroindustrial,2023,Regular,76.5,76.5,1.45,81.05,2,2,0,0,0,16.0,4.0,1,0,0,0,2,0.0,7.27,0,1,0,1,0,1,1
IAG20230365,2022-2,Ingeniería Agroindustrial,2023,Regular,71.95,67.4,1.45,67.11,2,1,0,0,1,6.0,0.0,2,0,1,1,0,-9.1,6.26,1,1,1,1,3,0,0
