id_estudiante,id_periodo,programa,cohorte,promedio_general,promedio_periodo,materias_aprobadas,materias_reprobadas,materias_en_curso,creditos_acumulados,porcentaje_avance,porcentaje_asistencia,faltas,retardos,num_tutorias,num_asesorias,num_incidencias,num_permisos,recursamientos,rezago_materias,estatus_academico,creditos_inscritos_periodo,creditos_aprobados_periodo,creditos_totales_plan,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto
IAG20240277,2023-1,Ingeniería Agroindustrial,2024,82.7,82.7,1,0,0,8.0,2.9,88.42,4,2,2,0,0,3,0,0,Regular,8.0,8.0,276,1,0,0,0,0,0.0,8.23,0,2,0,2,2,1,0
IAG20240277,2023-2,Ingeniería Agroindustrial,2024,77.27,74.55,3,0,0,21.0,7.61,84.96,5,1,2,2,0,3,0,0,Regular,13.0,13.0,276,2,0,0,0,0,-8.15,0.3,0,2,0,2,2,1,0
IAG20240277,2024-2,Ingeniería Agroindustrial,2024,79.22,82.15,5,0,0,32.0,11.59,87.96,2,2,2,2,0,2,0,0,Regular,11.0,11.0,276,3,0,0,0,0,4.88,45.56,0,2,0,2,1,1,0
IAG20240277,2025-1,Ingeniería Agroindustrial,2024,80.56,83.9,7,0,0,44.0,15.94,83.97,4,1,0,0,0,1,0,0,Regular,12.0,12.0,276,4,0,0,0,0,4.68,16.81,0,0,0,1,0,1,0
IAG20240286,2022-2,Ingeniería Agroindustrial,2024,66.0,66.0,1,1,1,6.0,2.17,74.95,8,2,2,4,0,3,1,0,Irregular,15.0,6.0,276,1,0,1,1,1,0.0,31.36,1,1,1,1,2,1,1
IAG20240302,2022-1,Ingeniería Agroindustrial,2024,65.5,65.5,2,1,1,12.0,4.35,74.56,9,1,1,2,0,4,0,1,Irregular,23.0,12.0,276,1,0,1,1,1,0.0,67.31,1,0,1,0,3,1,1
IAG20240302,2022-2,Ingeniería Agroindustrial,2024,70.62,86.0,3,1,1,16.0,5.8,81.27,6,0,0,0,0,2,0,1,Regular,9.0,4.0,276,2,0,0,1,1,20.5,8.63,0,0,0,0,1,1,1
IAG20240302,2023-1,Ingeniería Agroindustrial,2024,71.37,72.85,4,2,0,21.0,7.61,66.82,11,1,2,2,0,3,0,2,Regular,12.0,5.0,276,3,0,1,2,0,2.22,333.06,1,1,1,1,3,0,0
IAG20240302,2024-1,Ingeniería Agroindustrial,2024,70.56,65.7,4,3,0,21.0,7.61,63.6,14,2,2,2,0,5,0,3,Irregular,4.0,0.0,276,4,0,1,3,0,-5.67,4.08,2,0,2,0,3,2,0
IAG20240321,2022-2,Ingeniería Agroindustrial,2024,85.27,85.27,3,0,1,16.0,5.8,85.71,6,1,1,1,0,3,0,0,Regular,21.0,16.0,276,1,0,0,0,1,0.0,27.63,0,1,0,2,2,1,1
IAG20240347,2022-1,Ingeniería Agroindustrial,2024,52.7,52.7,0,1,0,0.0,0.0,67.8,9,2,3,3,0,1,0,1,Irregular,6.0,0.0,276,1,0,1,1,0,0.0,6.08,2,1,2,1,1,0,0
IAG20240347,2022-2,Ingeniería Agroindustrial,2024,56.35,60.0,0,2,0,0.0,0.0,61.46,11,2,3,4,0,2,0,2,Irregular,4.0,0.0,276,2,0,1,2,0,7.3,7.87,2,1,2,1,1,1,0
IAG20240347,2023-1,Ingeniería Agroindustrial,2024,68.17,80.0,2,2,0,12.0,4.35,82.9,5,0,2,1,0,1,0,2,Irregular,12.0,12.0,276,3,0,0,2,0,23.65,0.49,0,2,0,2,0,1,0
IAG20240347,2024-1,Ingeniería Agroindustrial,2024,68.58,69.4,3,3,0,18.0,6.52,70.78,11,3,2,3,0,1,1,2,Irregular,10.0,6.0,276,4,0,1,3,0,1.23,15.21,1,1,1,1,1,0,0
IBM20200010,2022-1,Ingeniería Biomédica,2020,71.5,71.5,1,0,0,4.0,1.42,76.48,8,3,2,2,0,1,0,2,Regular,4.0,4.0,282,1,4,0,0,0,0.0,8.64,0,2,0,2,1,0,0
IBM20200010,2022-2,Ingeniería Biomédica,2020,70.75,70.0,2,0,0,11.0,3.9,70.01,9,1,2,1,0,2,0,2,Regular,7.0,7.0,282,2,4,0,0,0,-1.5,3.78,0,2,0,2,1,1,0
IBM20200010,2023-2,Ingeniería Biomédica,2020,71.5,73.0,3,0,0,15.0,5.32,68.58,10,2,1,0,0,2,0,2,Regular,4.0,4.0,282,3,5,0,0,0,2.25,2.69,0,1,0,1,1,1,0
IBM20200017,2022-1,Ingeniería Biomédica,2020,73.6,73.6,1,0,0,7.0,2.48,44.84,19,3,0,2,3,6,0,2,Baja Temporal,7.0,7.0,282,1,4,0,0,0,0.0,6.07,0,0,2,0,4,2,0
IBM20200017,2022-2,Ingeniería Biomédica,2020,74.8,76.0,2,0,0,12.0,4.26,43.79,17,2,2,1,3,4,0,2,Baja Temporal,5.0,5.0,282,2,4,0,0,0,2.4,9.79,0,2,2,2,2,2,0
IBM20200017,2023-2,Ingeniería Biomédica,2020,74.23,73.1,3,0,0,18.0,6.38,41.1,17,3,0,1,3,4,0,2,Baja Temporal,6.0,6.0,282,3,5,0,0,0,-1.7,9.34,0,0,2,0,3,1,0
IBM20200017,2024-1,Ingeniería Biomédica,2020,74.58,75.1,5,0,0,30.0,10.64,38.87,18,3,1,0,3,5,0,2,Baja Temporal,12.0,12.0,282,4,5,0,0,0,0.87,2.89,0,1,2,2,3,2,0
IBM20200042,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,70.28,9,1,1,1,0,2,0,2,Regular,5.0,0.0,282,1,4,0,0,1,,8.7,0,1,0,1,2,0,1
IBM20200042,2022-2,Ingeniería Biomédica,2020,65.6,65.6,1,1,0,4.0,1.42,59.41,12,3,3,4,2,2,0,3,Irregular,10.0,4.0,282,2,4,1,1,0,0.0,23.04,2,1,3,1,2,0,0
IBM20200042,2024-2,Ingeniería Biomédica,2020,72.4,86.0,2,1,0,8.0,2.84,70.73,11,2,2,1,0,2,0,4,Irregular,4.0,4.0,282,3,7,0,1,0,20.4,9.75,1,1,1,1,2,0,0
IBM20200056,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,3,0.0,0.0,71.8,8,0,1,0,0,0,0,2,Regular,14.0,0.0,282,1,4,0,0,3,,6.39,0,1,0,1,0,0,1
IBM20200057,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,71.29,11,3,0,0,0,3,0,2,Regular,6.0,0.0,282,1,4,0,0,1,,8.77,0,0,0,0,3,0,1
IBM20200057,2022-2,Ingeniería Biomédica,2020,90.5,90.5,1,0,0,4.0,1.42,80.44,8,1,1,1,0,2,0,2,Regular,4.0,4.0,282,2,4,0,0,0,0.0,8.25,0,1,0,1,2,0,0
IBM20200057,2024-1,Ingeniería Biomédica,2020,89.6,88.7,2,0,0,10.0,3.55,72.5,10,1,2,2,0,2,0,3,Irregular,6.0,6.0,282,3,6,0,0,0,-1.8,5.15,1,1,1,1,2,0,0
IBM20200058,2022-2,Ingeniería Biomédica,2020,85.15,85.15,2,0,0,13.0,4.61,75.83,8,2,2,1,0,1,0,2,Regular,13.0,13.0,282,1,5,0,0,0,0.0,0.12,0,2,0,2,1,0,0
IBM20200058,2023-2,Ingeniería Biomédica,2020,87.77,93.0,3,0,0,20.0,7.09,79.34,7,1,2,0,0,1,0,3,Irregular,7.0,7.0,282,2,6,0,0,0,7.85,5.81,1,1,1,1,0,1,0
IBM20200058,2024-1,Ingeniería Biomédica,2020,87.68,87.4,4,0,0,26.0,9.22,69.72,9,1,3,0,0,3,0,3,Irregular,6.0,6.0,282,3,6,0,0,0,-0.37,5.92,1,2,1,2,2,1,0
IBM20200077,2022-1,Ingeniería Biomédica,2020,78.3,78.3,1,0,0,7.0,2.48,76.42,8,0,0,2,0,1,0,2,Regular,7.0,7.0,282,1,4,0,0,0,0.0,6.76,0,0,0,0,0,1,0
IBM20200077,2022-2,Ingeniería Biomédica,2020,78.18,78.15,5,0,0,27.0,9.57,77.32,6,0,3,1,0,1,0,2,Regular,20.0,20.0,282,2,4,0,0,0,-0.15,6.3,0,3,0,4,1,0,0
IBM20200077,2023-1,Ingeniería Biomédica,2020,80.0,89.1,6,0,0,31.0,10.99,80.25,5,0,0,1,0,3,0,2,Regular,4.0,4.0,282,3,4,0,0,0,10.92,9.72,0,0,0,0,2,1,0
IBM20200082,2022-1,Ingeniería Biomédica,2020,82.35,82.35,2,0,0,13.0,4.61,75.7,6,1,0,2,0,1,0,2,Irregular,13.0,13.0,282,1,4,0,0,0,0.0,5.06,0,0,0,1,0,1,0
IBM20200082,2023-1,Ingeniería Biomédica,2020,82.0,81.3,3,0,0,19.0,6.74,71.53,8,3,0,0,0,2,0,2,Irregular,6.0,6.0,282,2,5,0,0,0,-1.05,2.7,0,0,0,0,2,0,0
IBM20200093,2022-2,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,69.12,9,2,1,0,0,2,0,2,Regular,5.0,0.0,282,1,5,0,0,1,,9.62,0,1,0,1,1,1,1
IBM20200093,2023-1,Ingeniería Biomédica,2020,80.8,80.8,1,0,0,6.0,2.13,77.72,8,0,0,1,0,3,0,2,Regular,6.0,6.0,282,2,5,0,0,0,0.0,5.26,0,0,0,0,2,1,0
IBM20200093,2024-1,Ingeniería Biomédica,2020,75.6,70.4,2,0,0,12.0,4.26,67.58,9,3,2,2,0,3,0,3,Irregular,6.0,6.0,282,3,6,0,0,0,-10.4,4.39,1,1,1,1,3,0,0
IBM20200093,2024-2,Ingeniería Biomédica,2020,78.47,84.2,3,0,0,16.0,5.67,71.14,8,0,1,2,0,2,0,3,Irregular,4.0,4.0,282,4,6,0,0,0,8.6,5.72,1,0,1,0,2,0,0
IBM20200093,2025-1,Ingeniería Biomédica,2020,78.17,77.3,4,0,0,22.0,7.8,67.38,10,1,2,0,0,4,0,3,Irregular,6.0,6.0,282,5,6,0,0,0,-1.17,9.54,1,1,1,1,3,1,0
IBM20200107,2022-1,Ingeniería Biomédica,2020,62.8,62.8,1,2,0,4.0,1.42,47.66,18,2,4,5,2,4,0,4,Irregular,14.0,4.0,282,1,4,2,2,0,0.0,51.05,3,1,3,1,3,1,0
IBM20200150,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,68.45,8,1,0,2,0,2,0,2,Regular,6.0,0.0,282,1,4,0,0,1,,5.82,0,0,0,0,2,0,1
IBM20200150,2022-2,Ingeniería Biomédica,2020,86.1,86.1,1,0,0,6.0,2.13,72.55,9,3,1,2,0,3,0,2,Regular,6.0,6.0,282,2,4,0,0,0,0.0,5.29,0,1,0,1,2,1,0
IBM20200150,2023-1,Ingeniería Biomédica,2020,85.43,85.1,3,0,0,14.0,4.96,77.4,5,2,2,0,0,1,0,2,Regular,8.0,8.0,282,3,4,0,0,0,-1.0,123.21,0,2,0,2,1,0,0
IBM20200150,2023-2,Ingeniería Biomédica,2020,83.3,76.9,4,0,0,20.0,7.09,78.63,7,1,2,2,0,1,0,2,Regular,6.0,6.0,282,4,4,0,0,0,-8.53,6.16,0,2,0,2,0,1,0
IBM20200203,2022-1,Ingeniería Biomédica,2020,65.6,65.6,1,1,1,6.0,2.13,57.78,13,1,2,3,2,3,0,3,Irregular,16.0,6.0,282,1,4,1,1,1,0.0,139.24,2,0,3,0,2,1,1
IBM20200203,2022-2,Ingeniería Biomédica,2020,66.17,67.3,1,2,0,6.0,2.13,63.19,10,2,3,2,0,4,0,4,Irregular,6.0,0.0,282,2,4,1,2,0,1.7,2.73,2,1,2,1,3,1,0
IBM20200203,2023-1,Ingeniería Biomédica,2020,65.25,64.33,1,5,0,6.0,2.13,37.17,19,3,5,6,2,3,0,7,Irregular,17.0,0.0,282,3,4,3,5,0,-1.83,21.18,5,0,5,0,2,1,0
IBM20200203,2024-1,Ingeniería Biomédica,2020,67.06,72.5,2,6,0,13.0,4.61,58.47,14,1,3,1,2,5,1,7,Irregular,13.0,7.0,282,4,5,1,6,0,7.25,62.41,3,0,3,0,3,2,0
IBM20200226,2022-1,Ingeniería Biomédica,2020,76.6,76.6,2,0,1,12.0,4.26,75.42,7,3,1,1,0,2,0,2,Regular,18.0,12.0,282,1,4,0,0,1,0.0,12.25,0,1,0,2,1,1,1
IBM20200226,2022-2,Ingeniería Biomédica,2020,76.6,,2,0,1,12.0,4.26,72.28,8,2,2,0,0,3,0,2,Regular,6.0,0.0,282,2,4,0,0,1,,7.19,0,2,0,2,2,1,1
IBM20200226,2023-2,Ingeniería Biomédica,2020,79.77,86.1,3,0,0,18.0,6.38,80.64,7,2,0,1,0,3,0,2,Regular,6.0,6.0,282,3,5,0,0,0,9.5,8.54,0,0,0,0,2,1,0
IBM20200255,2022-1,Ingeniería Biomédica,2020,82.65,82.65,2,0,0,14.0,4.96,73.2,8,0,0,1,0,2,0,2,Regular,14.0,14.0,282,1,4,0,0,0,0.0,2.4,0,0,0,1,1,1,0
IBM20200255,2023-1,Ingeniería Biomédica,2020,87.3,91.95,4,0,0,24.0,8.51,74.52,10,0,0,1,0,3,0,2,Regular,10.0,10.0,282,2,5,0,0,0,9.3,14.06,0,0,0,1,2,1,0
IBM20200255,2023-2,Ingeniería Biomédica,2020,88.38,92.7,5,0,0,28.0,9.93,81.94,7,0,2,0,0,3,0,2,Regular,4.0,4.0,282,3,5,0,0,0,5.4,3.46,0,2,0,2,2,1,0
IBM20200260,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,2,0.0,0.0,74.79,10,0,1,1,0,2,0,2,Regular,10.0,0.0,282,1,4,0,0,2,,5.07,0,1,0,1,1,1,1
IBM20200260,2022-2,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,74.13,8,1,0,2,0,2,0,2,Regular,7.0,0.0,282,2,4,0,0,1,,9.63,0,0,0,0,1,1,1
IBM20200311,2022-1,Ingeniería Biomédica,2020,79.35,79.35,2,0,1,10.0,3.55,70.87,8,1,2,1,0,0,0,2,Regular,14.0,10.0,282,1,4,0,0,1,0.0,10.56,0,2,0,2,0,0,1
IBM20200329,2022-1,Ingeniería Biomédica,2020,86.2,86.2,1,0,0,6.0,2.13,74.61,7,3,0,2,0,1,0,2,Regular,6.0,6.0,282,1,4,0,0,0,0.0,3.77,0,0,0,0,0,1,0
IBM20200329,2022-2,Ingeniería Biomédica,2020,85.65,85.1,2,0,0,10.0,3.55,77.27,5,0,1,2,0,0,0,2,Regular,4.0,4.0,282,2,4,0,0,0,-1.1,4.04,0,1,0,1,0,0,0
IBM20200329,2023-1,Ingeniería Biomédica,2020,80.53,75.4,4,0,0,20.0,7.09,73.25,8,1,2,2,0,1,0,2,Regular,10.0,10.0,282,3,4,0,0,0,-10.25,4.84,0,2,0,2,0,1,0
IBM20200331,2022-2,Ingeniería Biomédica,2020,58.85,58.85,0,2,0,0.0,0.0,48.91,16,4,4,4,2,5,0,4,Irregular,14.0,0.0,282,1,5,2,2,0,0.0,0.06,3,1,3,1,3,2,0
IBM20200331,2024-2,Ingeniería Biomédica,2020,61.67,64.5,1,3,0,6.0,2.13,48.19,17,2,3,3,2,4,0,7,Irregular,12.0,6.0,282,2,8,1,3,0,5.65,59.29,3,0,3,0,2,2,0
IBM20200331,2025-1,Ingeniería Biomédica,2020,61.55,61.3,1,5,0,6.0,2.13,37.31,18,5,5,3,2,4,1,8,Irregular,12.0,0.0,282,3,8,2,5,0,-0.38,70.56,4,1,4,1,3,1,0
IBM20200333,2022-2,Ingeniería Biomédica,2020,78.07,78.07,3,0,0,18.0,6.38,77.55,5,0,3,0,0,3,0,2,Irregular,18.0,18.0,282,1,5,0,0,0,0.0,13.22,0,3,0,4,2,1,0
IBM20200333,2023-1,Ingeniería Biomédica,2020,79.2,82.6,4,0,0,22.0,7.8,76.31,9,1,1,1,0,2,0,2,Irregular,4.0,4.0,282,2,5,0,0,0,4.53,2.86,0,1,0,1,1,1,0
IBM20200333,2023-2,Ingeniería Biomédica,2020,77.44,70.4,5,0,0,29.0,10.28,69.01,8,1,0,1,0,0,0,2,Irregular,7.0,7.0,282,3,5,0,0,0,-8.8,2.79,0,0,0,0,0,0,0
IBM20200336,2022-1,Ingeniería Biomédica,2020,71.4,71.4,1,0,0,7.0,2.48,72.24,10,0,0,2,0,3,0,2,Regular,7.0,7.0,282,1,4,0,0,0,0.0,3.27,0,0,0,0,3,0,0
IBM20200336,2022-2,Ingeniería Biomédica,2020,78.8,81.27,4,0,0,22.0,7.8,77.59,8,0,1,2,0,1,0,2,Regular,15.0,15.0,282,2,4,0,0,0,9.87,56.9,0,1,0,2,1,0,0
IBM20200338,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,69.58,12,0,2,1,0,2,0,2,Regular,6.0,0.0,282,1,4,0,0,1,,5.84,0,2,0,2,2,0,1
IBM20200338,2022-2,Ingeniería Biomédica,2020,72.75,72.75,1,1,1,4.0,1.42,67.47,10,1,4,2,0,4,0,3,Irregular,17.0,4.0,282,2,4,1,1,1,0.0,81.9,2,2,2,2,3,1,1
IBM20200338,2023-1,Ingeniería Biomédica,2020,74.67,78.5,2,1,0,10.0,3.55,71.24,9,1,2,1,0,3,0,3,Irregular,6.0,6.0,282,3,4,0,1,0,5.75,6.82,1,1,1,1,3,0,0
IBM20200338,2023-2,Ingeniería Biomédica,2020,76.0,80.0,3,1,0,14.0,4.96,71.86,9,2,2,2,0,3,0,3,Irregular,4.0,4.0,282,4,4,0,1,0,5.33,4.02,1,1,1,1,2,1,0
IBM20200343,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,72.12,8,0,1,1,0,2,0,2,Regular,8.0,0.0,282,1,4,0,0,1,,7.98,0,1,0,1,2,0,1
IBM20200343,2022-2,Ingeniería Biomédica,2020,78.4,78.4,1,0,0,6.0,2.13,71.6,9,0,1,1,0,3,0,2,Regular,6.0,6.0,282,2,4,0,0,0,0.0,8.4,0,1,0,1,2,1,0
IBM20200343,2023-1,Ingeniería Biomédica,2020,64.2,50.0,1,1,0,6.0,2.13,56.01,16,3,4,5,2,4,1,2,Irregular,6.0,0.0,282,3,4,1,1,0,-28.4,4.34,2,2,3,2,2,2,0
IBM20200343,2023-2,Ingeniería Biomédica,2020,64.63,65.5,1,2,0,6.0,2.13,57.93,14,2,3,4,2,2,1,3,Irregular,6.0,0.0,282,4,4,1,2,0,1.3,4.39,2,1,3,1,2,0,0
IBM20200343,2025-1,Ingeniería Biomédica,2020,71.75,78.87,4,2,0,23.0,8.16,72.21,10,0,2,2,0,2,1,4,Irregular,17.0,17.0,282,5,6,0,2,0,14.23,6.8,1,1,1,2,1,1,0
IBM20200375,2022-1,Ingeniería Biomédica,2020,70.0,,0,0,1,0.0,0.0,71.87,11,0,1,0,0,4,0,2,Regular,6.0,0.0,282,1,4,0,0,1,,2.63,0,1,0,1,3,1,1
IBM20200375,2023-2,Ingeniería Biomédica,2020,79.45,79.45,2,0,0,13.0,4.61,68.04,12,3,3,2,0,3,0,3,Irregular,13.0,13.0,282,2,6,0,0,0,0.0,0.9,1,2,1,2,3,0,0
IBM20200375,2024-1,Ingeniería Biomédica,2020,72.33,58.1,2,1,0,13.0,4.61,56.19,14,3,4,4,2,2,0,4,Irregular,4.0,0.0,282,3,6,1,1,0,-21.35,6.82,2,2,3,2,2,0,0
IBM20200375,2024-2,Ingeniería Biomédica,2020,74.45,80.8,3,1,0,19.0,6.74,68.0,8,3,3,2,0,2,0,4,Irregular,6.0,6.0,282,4,6,0,1,0,8.47,7.7,1,2,1,2,2,0,0
IBM20210004,2022-1,Ingeniería Biomédica,2021,87.8,87.8,1,0,1,5.0,1.77,78.73,7,1,2,0,0,1,0,1,Regular,9.0,5.0,282,1,2,0,0,1,0.0,8.11,0,2,0,2,0,1,1
IBM20210004,2023-1,Ingeniería Biomédica,2021,88.9,90.0,2,0,0,10.0,3.55,81.71,8,0,0,2,0,1,0,1,Regular,5.0,5.0,282,2,3,0,0,0,2.2,2.04,0,0,0,0,1,0,0
IBM20210004,2024-1,Ingeniería Biomédica,2021,91.03,95.3,3,0,0,16.0,5.67,83.49,5,1,1,1,0,1,0,2,Regular,6.0,6.0,282,3,4,0,0,0,6.4,5.09,0,1,0,1,0,1,0
IBM20210004,2024-2,Ingeniería Biomédica,2021,90.83,90.2,4,0,0,23.0,8.16,82.87,5,0,2,0,0,1,0,2,Regular,7.0,7.0,282,4,4,0,0,0,-0.83,6.31,0,2,0,2,0,1,0
IBM20210004,2025-1,Ingeniería Biomédica,2021,88.15,85.47,8,0,0,45.0,15.96,74.82,8,0,2,2,0,1,0,2,Regular,22.0,22.0,282,5,4,0,0,0,-5.35,8.16,0,2,0,3,1,0,0
IBM20210044,2022-1,Ingeniería Biomédica,2021,73.0,73.0,1,0,1,7.0,2.48,74.3,10,2,1,2,0,3,0,1,Regular,13.0,7.0,282,1,2,0,0,1,0.0,5.71,0,1,0,1,3,0,1
IBM20210044,2023-2,Ingeniería Biomédica,2021,78.05,83.1,2,0,0,13.0,4.61,72.33,7,1,1,0,0,2,0,2,Regular,6.0,6.0,282,2,4,0,0,0,10.1,6.02,0,1,0,1,2,0,0
IBM20210044,2024-1,Ingeniería Biomédica,2021,81.67,88.9,3,0,0,19.0,6.74,73.7,8,2,1,1,0,1,0,2,Regular,6.0,6.0,282,3,4,0,0,0,10.85,8.68,0,1,0,1,1,0,0
IBM20210049,2022-2,Ingeniería Biomédica,2021,77.0,77.0,2,1,0,11.0,3.9,68.8,12,1,1,1,0,4,0,2,Regular,17.0,11.0,282,1,3,1,1,0,0.0,43.82,1,0,1,0,3,1,0
IBM20210049,2023-2,Ingeniería Biomédica,2021,75.62,71.5,3,1,0,17.0,6.03,69.78,8,1,3,2,0,1,0,3,Irregular,6.0,6.0,282,2,4,0,1,0,-5.5,3.87,1,2,1,2,1,0,0
IBM20210049,2024-1,Ingeniería Biomédica,2021,76.02,76.8,5,1,0,28.0,9.93,68.79,12,2,1,0,0,3,0,3,Irregular,11.0,11.0,282,3,4,0,1,0,1.17,2.25,1,0,1,1,2,1,0
IBM20210049,2024-2,Ingeniería Biomédica,2021,78.06,84.2,7,1,0,40.0,14.18,75.32,7,1,3,1,0,1,0,3,Irregular,12.0,12.0,282,4,4,0,1,0,8.18,3.61,1,2,1,2,1,0,0
IBM20210070,2022-1,Ingeniería Biomédica,2021,73.1,73.1,1,0,2,6.0,2.13,78.42,9,2,2,2,0,2,0,1,Regular,16.0,6.0,282,1,2,0,0,2,0.0,5.8,0,2,0,2,1,1,1
IBM20210102,2022-1,Ingeniería Biomédica,2021,61.3,61.3,1,1,0,5.0,1.77,74.75,7,0,1,2,0,0,1,1,Egresado,9.0,5.0,282,1,2,1,1,0,0.0,196.0,1,0,1,0,0,0,0
IBM20210102,2023-1,Ingeniería Biomédica,2021,70.8,89.8,2,1,0,10.0,3.55,84.65,4,0,2,0,0,0,1,1,Egresado,5.0,5.0,282,2,3,0,1,0,28.5,2.52,0,2,0,2,0,0,0
IBM20210102,2023-2,Ingeniería Biomédica,2021,72.05,75.8,3,1,0,18.0,6.38,82.29,6,2,2,0,0,1,1,1,Egresado,8.0,8.0,282,3,3,0,1,0,5.0,7.63,0,2,0,2,0,1,0
IBM20210102,2024-2,Ingeniería Biomédica,2021,70.9,66.3,3,2,0,18.0,6.38,61.89,12,1,4,1,0,2,1,3,Egresado,6.0,0.0,282,4,4,1,2,0,-5.75,3.76,2,2,2,2,1,1,0
IBM20210102,2025-1,Ingeniería Biomédica,2021,68.93,64.0,4,3,0,24.0,8.51,64.28,11,2,2,3,0,2,1,4,Egresado,12.0,6.0,282,5,4,1,3,0,-6.9,295.84,2,0,2,0,2,0,0
IBM20210111,2022-1,Ingeniería Biomédica,2021,74.2,74.2,1,0,0,6.0,2.13,74.37,7,3,0,0,0,2,0,1,Irregular,6.0,6.0,282,1,2,0,0,0,0.0,4.67,0,0,0,0,1,1,0
IBM20210111,2022-2,Ingeniería Biomédica,2021,75.87,76.7,2,1,0,13.0,4.61,64.85,12,3,1,1,0,3,0,2,Irregular,12.0,7.0,282,2,2,1,1,0,2.5,96.04,1,0,1,0,3,0,0
IBM20210111,2023-2,Ingeniería Biomédica,2021,77.6,82.8,3,1,0,20.0,7.09,72.75,7,2,1,1,0,3,0,2,Irregular,7.0,7.0,282,3,3,0,1,0,6.93,2.5,0,1,0,1,2,1,0
IBM20210111,2024-2,Ingeniería Biomédica,2021,79.97,83.13,6,1,0,38.0,13.48,70.32,10,1,2,0,0,2,0,3,Irregular,18.0,18.0,282,4,4,0,1,0,5.53,43.5,1,1,1,2,2,0,0
IBM20210147,2022-1,Ingeniería Biomédica,2021,50.0,50.0,0,1,0,0.0,0.0,58.35,12,2,4,5,2,1,0,2,Irregular,8.0,0.0,282,1,2,1,1,0,0.0,2.62,2,2,3,2,1,0,0
IBM20210147,2024-1,Ingeniería Biomédica,2021,64.75,79.5,1,1,0,6.0,2.13,69.7,11,0,1,0,0,3,0,3,Irregular,6.0,6.0,282,2,5,0,1,0,29.5,9.47,1,0,1,0,2,1,0
IBM20210147,2024-2,Ingeniería Biomédica,2021,59.55,54.35,1,3,0,6.0,2.13,43.53,17,4,5,6,2,5,0,5,Irregular,13.0,0.0,282,3,5,2,3,0,-10.4,200.22,4,1,4,1,3,2,0
IBM20210151,2024-1,Ingeniería Biomédica,2021,58.8,58.8,0,1,0,0.0,0.0,53.66,16,3,4,4,2,4,0,4,Irregular,4.0,0.0,282,1,6,1,1,0,0.0,2.34,2,2,3,2,2,2,0
IBM20210151,2024-2,Ingeniería Biomédica,2021,73.1,80.25,2,1,0,13.0,4.61,71.4,11,3,1,2,0,3,0,4,Irregular,13.0,13.0,282,2,6,0,1,0,21.45,83.72,1,0,1,1,2,1,0
IBM20210151,2025-1,Ingeniería Biomédica,2021,77.83,82.57,5,1,0,30.0,10.64,70.26,9,2,2,2,0,1,0,4,Irregular,17.0,17.0,282,3,6,0,1,0,9.47,59.42,1,1,1,2,1,0,0
IBM20210204,2022-1,Ingeniería Biomédica,2021,70.0,,0,0,1,0.0,0.0,73.83,9,1,1,0,0,3,0,1,Regular,6.0,0.0,282,1,2,0,0,1,,8.01,0,1,0,1,3,0,1
IBM20210204,2022-2,Ingeniería Biomédica,2021,74.1,74.1,1,1,0,5.0,1.77,68.81,12,0,2,1,0,2,1,1,Regular,9.0,5.0,282,2,2,1,1,0,0.0,42.25,1,1,1,1,2,0,0
IBM20210204,2023-2,Ingeniería Biomédica,2021,74.85,75.6,2,2,0,11.0,3.9,69.66,8,3,3,3,0,3,2,1,Regular,10.0,6.0,282,3,3,1,2,0,1.5,67.24,1,2,1,2,2,1,0
IBM20210204,2024-1,Ingeniería Biomédica,2021,75.94,80.3,3,2,0,17.0,6.03,79.59,8,0,0,0,0,2,2,1,Regular,6.0,6.0,282,4,3,0,2,0,5.45,5.17,0,0,0,0,1,1,0
IBM20210205,2022-1,Ingeniería Biomédica,2021,91.4,91.4,2,0,0,13.0,4.61,86.98,3,2,1,0,0,2,0,1,Regular,13.0,13.0,282,1,2,0,0,0,0.0,1.0,0,1,0,2,1,1,0
IBM20210205,2022-2,Ingeniería Biomédica,2021,88.98,86.55,4,0,0,23.0,8.16,85.13,7,1,2,0,0,0,0,1,Regular,10.0,10.0,282,2,2,0,0,0,-4.85,3.42,0,2,0,2,0,0,0
IBM20210205,2023-1,Ingeniería Biomédica,2021,86.48,81.5,6,0,0,34.0,12.06,83.39,6,0,1,2,0,3,0,1,Regular,11.0,11.0,282,3,2,0,0,0,-7.48,13.69,0,1,0,2,2,1,0
