id_estudiante,id_periodo,programa,cohorte,promedio_general,promedio_periodo,materias_aprobadas,materias_reprobadas,materias_en_curso,creditos_acumulados,porcentaje_avance,porcentaje_asistencia,faltas,retardos,num_tutorias,num_asesorias,num_incidencias,num_permisos,recursamientos,rezago_materias,estatus_academico,creditos_inscritos_periodo,creditos_aprobados_periodo,creditos_totales_plan,periodos_cursados,periodos_sin_inscripcion,materias_reprobadas_periodo,materias_reprobadas_acumuladas,materias_en_curso_periodo,tendencia_promedio,varianza_calificaciones,tutorias_abiertas,tutorias_cerradas,compromisos_pendientes,compromisos_cumplidos,permisos_aprobados,permisos_rechazados,bandera_dato_incompleto,student_profile_id,program_id,sexo
IAG20220062,2022-2,Ingeniería Agroindustrial,2022,87.1,96.3,2,0,1,13.0,4.71,93.49,1,1,2,0,0,3,0,0,Regular,12.0,7.0,276,2,0,0,0,1,18.4,5.68,0,2,0,2,2,1,1,c57670c6-1f27-4d0c-8a75-8be8d366004f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220062,2023-1,Ingeniería Agroindustrial,2022,86.12,85.15,4,0,0,26.0,9.42,86.38,4,1,0,2,0,1,0,0,Regular,13.0,13.0,276,3,1,0,0,0,-1.95,5.06,0,0,0,1,1,0,0,c57670c6-1f27-4d0c-8a75-8be8d366004f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220062,2023-2,Ingeniería Agroindustrial,2022,86.38,87.4,5,0,0,30.0,10.87,83.17,7,1,0,0,0,1,0,0,Regular,4.0,4.0,276,4,1,0,0,0,1.28,7.47,0,0,0,0,0,1,0,c57670c6-1f27-4d0c-8a75-8be8d366004f,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220072,2022-1,Ingeniería Agroindustrial,2022,82.85,82.85,2,0,0,12.0,4.35,88.64,5,0,2,0,0,0,0,0,Regular,12.0,12.0,276,1,0,0,0,0,0.0,0.2,0,2,0,2,0,0,0,2c19ae74-f36c-47e7-b099-6ccd7716da7c,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220072,2022-2,Ingeniería Agroindustrial,2022,84.4,87.5,3,0,0,18.0,6.52,88.44,2,1,2,2,0,2,0,0,Regular,6.0,6.0,276,2,0,0,0,0,4.65,9.29,0,2,0,2,1,1,0,2c19ae74-f36c-47e7-b099-6ccd7716da7c,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220087,2022-1,Ingeniería Agroindustrial,2022,70.0,,0,0,1,0.0,0.0,79.36,8,0,2,1,0,1,0,0,Regular,6.0,0.0,276,1,0,0,0,1,,5.96,0,2,0,2,0,1,1,4be2b30b-8886-4bbc-86aa-7f7d0cbda48a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220087,2022-2,Ingeniería Agroindustrial,2022,82.4,82.4,1,0,0,6.0,2.17,81.49,6,1,1,2,0,1,0,0,Regular,6.0,6.0,276,2,0,0,0,0,0.0,2.37,0,1,0,1,0,1,0,4be2b30b-8886-4bbc-86aa-7f7d0cbda48a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220087,2024-1,Ingeniería Agroindustrial,2022,78.87,77.1,3,0,0,18.0,6.52,76.98,6,2,1,1,0,2,0,2,Regular,12.0,12.0,276,3,4,0,0,0,-5.3,0.01,0,1,0,2,2,0,0,4be2b30b-8886-4bbc-86aa-7f7d0cbda48a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220087,2024-2,Ingeniería Agroindustrial,2022,76.0,67.4,3,1,0,18.0,6.52,62.43,10,3,4,2,0,3,0,3,Irregular,6.0,0.0,276,4,4,1,1,0,-11.47,7.83,2,2,2,2,2,1,0,4be2b30b-8886-4bbc-86aa-7f7d0cbda48a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220087,2025-1,Ingeniería Agroindustrial,2022,78.27,81.3,6,1,0,34.0,12.32,75.18,8,2,2,0,0,1,0,3,Irregular,16.0,16.0,276,5,5,0,1,0,5.3,17.13,1,1,1,2,1,0,0,4be2b30b-8886-4bbc-86aa-7f7d0cbda48a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220113,2022-1,Ingeniería Agroindustrial,2022,61.3,61.3,0,2,0,0.0,0.0,57.86,13,1,5,5,2,4,0,2,Irregular,10.0,0.0,276,1,0,2,2,0,0.0,25.0,3,2,3,2,3,1,0,5e63768a-5103-4c09-b4a9-00ce6bc3339e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220113,2022-2,Ingeniería Agroindustrial,2022,57.9,51.1,0,3,0,0.0,0.0,60.32,11,3,2,5,0,1,0,3,Irregular,6.0,0.0,276,2,0,1,3,0,-10.2,6.79,2,0,2,0,1,0,0,5e63768a-5103-4c09-b4a9-00ce6bc3339e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220113,2023-1,Ingeniería Agroindustrial,2022,59.48,61.85,1,4,0,6.0,2.17,64.36,11,1,3,3,0,1,0,4,Irregular,13.0,6.0,276,3,1,1,4,0,3.95,68.06,2,1,2,1,1,0,0,5e63768a-5103-4c09-b4a9-00ce6bc3339e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220113,2023-2,Ingeniería Agroindustrial,2022,58.8,57.1,1,6,0,6.0,2.17,48.15,17,4,5,3,2,6,0,6,Irregular,10.0,0.0,276,4,1,2,6,0,-2.38,0.81,4,1,4,1,4,2,0,5e63768a-5103-4c09-b4a9-00ce6bc3339e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220113,2024-1,Ingeniería Agroindustrial,2022,58.42,55.8,1,7,0,6.0,2.17,45.56,17,4,4,3,2,5,0,8,Irregular,4.0,0.0,276,5,2,1,7,0,-3.0,7.65,3,1,3,1,4,1,0,5e63768a-5103-4c09-b4a9-00ce6bc3339e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220116,2022-2,Ingeniería Agroindustrial,2022,77.0,77.0,1,0,0,5.0,1.81,89.07,4,2,2,2,0,1,0,0,Egresado,5.0,5.0,276,1,1,0,0,0,0.0,5.91,0,2,0,2,1,0,0,8c541da4-b631-4f8e-a005-28a31f954f05,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220116,2023-1,Ingeniería Agroindustrial,2022,84.05,91.1,2,0,0,13.0,4.71,86.73,4,2,2,1,0,2,0,1,Egresado,8.0,8.0,276,2,2,0,0,0,14.1,7.39,0,2,0,2,1,1,0,8c541da4-b631-4f8e-a005-28a31f954f05,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220116,2024-2,Ingeniería Agroindustrial,2022,80.88,77.7,4,0,0,26.0,9.42,76.26,7,1,2,2,0,1,0,2,Egresado,13.0,13.0,276,3,5,0,0,0,-6.35,6.25,0,2,0,2,0,1,0,8c541da4-b631-4f8e-a005-28a31f954f05,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220116,2025-1,Ingeniería Agroindustrial,2022,80.38,78.4,5,0,0,32.0,11.59,77.05,9,3,3,1,0,4,0,3,Egresado,6.0,6.0,276,4,6,0,0,0,-2.47,6.39,1,2,1,2,3,1,0,8c541da4-b631-4f8e-a005-28a31f954f05,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220135,2022-1,Ingeniería Agroindustrial,2022,73.8,73.8,1,0,0,6.0,2.17,82.8,5,1,2,0,0,2,0,0,Regular,6.0,6.0,276,1,0,0,0,0,0.0,4.85,0,2,0,2,1,1,0,9c02ef66-bff4-427f-bcef-897d40386a71,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220135,2022-2,Ingeniería Agroindustrial,2022,79.3,84.8,2,0,0,12.0,4.35,81.68,7,1,0,2,0,2,0,0,Regular,6.0,6.0,276,2,0,0,0,0,11.0,4.3,0,0,0,0,1,1,0,9c02ef66-bff4-427f-bcef-897d40386a71,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220135,2023-2,Ingeniería Agroindustrial,2022,78.47,77.65,4,0,0,24.0,8.7,80.01,6,1,1,0,0,2,0,1,Regular,12.0,12.0,276,3,2,0,0,0,-1.65,9.3,0,1,0,2,2,0,0,9c02ef66-bff4-427f-bcef-897d40386a71,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220135,2024-2,Ingeniería Agroindustrial,2022,80.7,83.67,7,0,0,39.0,14.13,75.37,8,3,2,2,0,2,0,2,Regular,15.0,15.0,276,4,4,0,0,0,5.19,15.61,0,2,0,3,1,1,0,9c02ef66-bff4-427f-bcef-897d40386a71,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220135,2025-1,Ingeniería Agroindustrial,2022,79.85,73.9,8,0,0,45.0,16.3,70.13,8,3,0,0,0,1,0,2,Regular,6.0,6.0,276,5,5,0,0,0,-6.8,8.32,0,0,0,0,0,1,0,9c02ef66-bff4-427f-bcef-897d40386a71,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220148,2022-1,Ingeniería Agroindustrial,2022,89.4,89.4,1,0,0,6.0,2.17,90.11,1,0,2,2,0,0,0,0,Regular,6.0,6.0,276,1,0,0,0,0,0.0,7.37,0,2,0,2,0,0,0,b1d148e3-0b38-411e-8dde-4489ea03860d,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220148,2022-2,Ingeniería Agroindustrial,2022,89.4,,1,0,1,6.0,2.17,82.59,7,0,0,1,0,2,0,0,Regular,6.0,0.0,276,2,0,0,0,1,,6.46,0,0,0,0,2,0,1,b1d148e3-0b38-411e-8dde-4489ea03860d,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220148,2023-1,Ingeniería Agroindustrial,2022,91.15,92.9,2,0,0,13.0,4.71,86.93,6,1,2,0,0,1,0,0,Regular,7.0,7.0,276,3,1,0,0,0,3.5,2.47,0,2,0,2,1,0,0,b1d148e3-0b38-411e-8dde-4489ea03860d,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220148,2023-2,Ingeniería Agroindustrial,2022,85.5,79.85,4,0,0,23.0,8.33,80.32,8,2,0,2,0,2,0,0,Regular,10.0,10.0,276,4,1,0,0,0,-11.3,41.6,0,0,0,1,2,0,0,b1d148e3-0b38-411e-8dde-4489ea03860d,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220289,2023-2,Ingeniería Agroindustrial,2022,74.25,74.25,2,0,0,11.0,3.99,73.08,8,1,1,0,0,1,0,2,Regular,11.0,11.0,276,1,4,0,0,0,0.0,3.8,0,1,0,2,0,1,0,b6f90407-ae45-41fc-a9b7-2816c6841531,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220289,2024-1,Ingeniería Agroindustrial,2022,78.12,82.0,4,0,0,21.0,7.61,78.17,7,2,1,2,0,2,0,2,Regular,10.0,10.0,276,2,5,0,0,0,7.75,10.24,0,1,0,2,1,1,0,b6f90407-ae45-41fc-a9b7-2816c6841531,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20220289,2024-2,Ingeniería Agroindustrial,2022,78.52,80.1,5,0,0,27.0,9.78,70.85,8,1,0,0,0,3,0,2,Regular,6.0,6.0,276,3,5,0,0,0,1.97,9.14,0,0,0,0,2,1,0,b6f90407-ae45-41fc-a9b7-2816c6841531,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230002,2022-1,Ingeniería Agroindustrial,2023,75.3,75.3,1,0,0,7.0,2.54,77.72,7,2,1,0,0,0,0,0,Regular,7.0,7.0,276,1,0,0,0,0,0.0,2.02,0,1,0,1,0,0,0,6d969533-ecfb-4c9e-915e-2f8265be0488,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230002,2022-2,Ingeniería Agroindustrial,2023,75.3,,1,0,1,7.0,2.54,85.42,5,2,1,2,0,1,0,0,Regular,6.0,0.0,276,2,0,0,0,1,,3.8,0,1,0,1,0,1,1,6d969533-ecfb-4c9e-915e-2f8265be0488,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230002,2023-1,Ingeniería Agroindustrial,2023,72.1,70.5,2,1,0,13.0,4.71,69.08,8,2,1,3,0,2,0,1,Regular,13.0,6.0,276,3,0,1,1,0,-4.8,54.76,1,0,1,0,2,0,0,6d969533-ecfb-4c9e-915e-2f8265be0488,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230002,2023-2,Ingeniería Agroindustrial,2023,71.5,69.7,2,2,0,13.0,4.71,69.97,12,1,3,3,0,2,0,2,Regular,4.0,0.0,276,4,0,1,2,0,-2.4,5.81,1,2,1,2,2,0,0,6d969533-ecfb-4c9e-915e-2f8265be0488,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230002,2024-1,Ingeniería Agroindustrial,2023,71.68,72.4,3,2,0,19.0,6.88,78.52,8,0,0,2,0,0,0,2,Regular,6.0,6.0,276,5,0,0,2,0,0.9,7.18,0,0,0,0,0,0,0,6d969533-ecfb-4c9e-915e-2f8265be0488,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230024,2022-1,Ingeniería Agroindustrial,2023,70.0,,0,0,1,0.0,0.0,80.94,6,0,1,0,0,1,0,0,Regular,6.0,0.0,276,1,0,0,0,1,,7.81,0,1,0,1,0,1,1,77680992-04af-49c6-a684-37ffa5cd6908,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230024,2022-2,Ingeniería Agroindustrial,2023,68.6,68.6,0,1,0,0.0,0.0,73.78,7,0,3,2,0,1,0,1,Irregular,5.0,0.0,276,2,0,1,1,0,0.0,6.87,1,2,1,2,1,0,0,77680992-04af-49c6-a684-37ffa5cd6908,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230024,2023-1,Ingeniería Agroindustrial,2023,73.87,76.5,2,1,0,12.0,4.35,83.42,7,0,2,2,0,1,0,1,Regular,12.0,12.0,276,3,0,0,1,0,7.9,2.56,0,2,0,2,1,0,0,77680992-04af-49c6-a684-37ffa5cd6908,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230024,2023-2,Ingeniería Agroindustrial,2023,74.88,77.9,3,1,0,18.0,6.52,80.25,6,1,2,1,0,3,0,1,Regular,6.0,6.0,276,4,0,0,1,0,4.03,7.94,0,2,0,2,2,1,0,77680992-04af-49c6-a684-37ffa5cd6908,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230024,2024-1,Ingeniería Agroindustrial,2023,76.42,79.5,5,1,0,30.0,10.87,77.68,9,2,0,2,0,1,0,1,Regular,12.0,12.0,276,5,0,0,1,0,4.62,0.09,0,0,0,1,1,0,0,77680992-04af-49c6-a684-37ffa5cd6908,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230024,2024-2,Ingeniería Agroindustrial,2023,78.3,89.6,6,1,0,35.0,12.68,85.68,3,2,1,2,0,1,0,1,Regular,5.0,5.0,276,6,0,0,1,0,13.18,5.4,0,1,0,1,1,0,0,77680992-04af-49c6-a684-37ffa5cd6908,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230030,2022-2,Ingeniería Agroindustrial,2023,66.4,66.4,0,1,0,0.0,0.0,72.35,9,0,2,2,0,4,0,1,Irregular,5.0,0.0,276,1,0,1,1,0,0.0,6.21,1,1,1,1,3,1,0,a4e56850-98bd-487b-b19b-9ec5db2dd20e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230030,2024-1,Ingeniería Agroindustrial,2023,67.9,69.4,0,2,0,0.0,0.0,62.14,12,2,3,3,0,3,0,3,Irregular,5.0,0.0,276,2,2,1,2,0,3.0,9.74,2,1,2,1,3,0,0,a4e56850-98bd-487b-b19b-9ec5db2dd20e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230030,2025-1,Ingeniería Agroindustrial,2023,77.47,96.6,1,2,0,5.0,1.81,79.29,7,0,2,1,0,2,0,4,Irregular,5.0,5.0,276,3,4,0,2,0,28.7,2.33,1,1,1,1,2,0,0,a4e56850-98bd-487b-b19b-9ec5db2dd20e,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230074,2023-1,Ingeniería Agroindustrial,2023,79.9,79.9,1,0,0,8.0,2.9,83.81,7,1,2,0,0,1,0,0,Regular,8.0,8.0,276,1,0,0,0,0,0.0,3.5,0,2,0,2,1,0,0,cf6fdb1c-f79e-4e36-b0d7-ec94fc82e9ff,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230074,2023-2,Ingeniería Agroindustrial,2023,80.45,81.0,2,0,0,14.0,5.07,80.25,5,1,1,1,0,0,0,0,Regular,6.0,6.0,276,2,0,0,0,0,1.1,4.27,0,1,0,1,0,0,0,cf6fdb1c-f79e-4e36-b0d7-ec94fc82e9ff,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230074,2024-1,Ingeniería Agroindustrial,2023,81.03,82.2,3,0,0,18.0,6.52,84.84,4,1,2,1,0,2,0,0,Regular,4.0,4.0,276,3,1,0,0,0,1.75,4.76,0,2,0,2,2,0,0,cf6fdb1c-f79e-4e36-b0d7-ec94fc82e9ff,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230074,2025-1,Ingeniería Agroindustrial,2023,83.3,86.7,5,0,0,28.0,10.14,82.36,7,1,2,0,0,2,0,1,Regular,10.0,10.0,276,4,3,0,0,0,5.67,176.89,0,2,0,2,2,0,0,cf6fdb1c-f79e-4e36-b0d7-ec94fc82e9ff,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230105,2022-1,Ingeniería Agroindustrial,2023,68.5,68.5,0,1,1,0.0,0.0,72.76,10,0,3,3,0,2,0,1,Irregular,13.0,0.0,276,1,0,1,1,1,0.0,7.57,1,2,1,2,1,1,1,0ec3c2c7-8f2e-4c12-b4b3-0f0612356dc6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230105,2022-2,Ingeniería Agroindustrial,2023,60.93,57.15,0,3,0,0.0,0.0,60.52,14,2,3,3,1,5,0,3,Irregular,11.0,0.0,276,2,0,2,3,0,-11.35,74.82,3,0,3,0,3,2,0,0ec3c2c7-8f2e-4c12-b4b3-0f0612356dc6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230105,2023-2,Ingeniería Agroindustrial,2023,57.0,45.2,0,4,0,0.0,0.0,59.77,11,3,3,4,2,3,0,4,Irregular,6.0,0.0,276,3,0,1,4,0,-15.73,5.36,3,0,3,0,3,0,0,0ec3c2c7-8f2e-4c12-b4b3-0f0612356dc6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230105,2024-1,Ingeniería Agroindustrial,2023,61.15,69.45,1,5,0,6.0,2.17,62.71,13,1,4,2,0,3,0,5,Irregular,10.0,6.0,276,4,0,1,5,0,12.45,83.72,2,2,2,2,2,1,0,0ec3c2c7-8f2e-4c12-b4b3-0f0612356dc6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230105,2025-1,Ingeniería Agroindustrial,2023,62.01,67.2,1,6,0,6.0,2.17,52.99,16,2,4,1,2,5,0,7,Irregular,6.0,0.0,276,5,2,1,6,0,6.05,6.26,3,1,3,1,3,2,0,0ec3c2c7-8f2e-4c12-b4b3-0f0612356dc6,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230140,2022-1,Ingeniería Agroindustrial,2023,70.0,,0,0,1,0.0,0.0,80.6,8,1,1,0,0,3,0,0,Regular,6.0,0.0,276,1,0,0,0,1,,8.13,0,1,0,1,2,1,1,0805d27c-9eb1-4cf0-8b6f-684a051b725c,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230140,2022-2,Ingeniería Agroindustrial,2023,70.0,,0,0,1,0.0,0.0,82.7,7,2,0,0,0,2,0,0,Regular,4.0,0.0,276,2,0,0,0,1,,9.69,0,0,0,0,2,0,1,0805d27c-9eb1-4cf0-8b6f-684a051b725c,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230140,2023-1,Ingeniería Agroindustrial,2023,90.2,90.2,1,0,0,4.0,1.45,91.57,1,0,2,0,0,2,0,0,Regular,4.0,4.0,276,3,0,0,0,0,0.0,6.78,0,2,0,2,2,0,0,0805d27c-9eb1-4cf0-8b6f-684a051b725c,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230141,2022-1,Ingeniería Agroindustrial,2023,84.7,84.7,2,0,0,12.0,4.35,85.71,5,0,1,1,0,1,0,0,Regular,12.0,12.0,276,1,0,0,0,0,0.0,0.01,0,1,0,2,0,1,0,40e812c9-eaf3-45cb-8615-c51d586c47a3,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230141,2022-2,Ingeniería Agroindustrial,2023,84.7,,2,0,1,12.0,4.35,85.7,5,2,0,0,0,2,0,0,Regular,6.0,0.0,276,2,0,0,0,1,,8.3,0,0,0,0,1,1,1,40e812c9-eaf3-45cb-8615-c51d586c47a3,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230155,2022-1,Ingeniería Agroindustrial,2023,100.0,100.0,1,0,0,6.0,2.17,86.11,6,1,1,0,0,3,0,0,Regular,6.0,6.0,276,1,0,0,0,0,0.0,9.09,0,1,0,1,2,1,0,498198a8-5df8-4b3b-a061-c0306891d76a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230155,2022-2,Ingeniería Agroindustrial,2023,89.85,86.47,4,0,0,20.0,7.25,84.23,4,2,3,2,0,1,0,0,Regular,14.0,14.0,276,2,0,0,0,0,-13.53,43.06,0,3,0,4,1,0,0,498198a8-5df8-4b3b-a061-c0306891d76a,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230179,2022-2,Ingeniería Agroindustrial,2023,92.2,92.2,1,0,0,8.0,2.9,86.54,4,0,2,0,0,1,0,0,Regular,8.0,8.0,276,1,0,0,0,0,0.0,5.3,0,2,0,2,1,0,0,91efc261-9fa1-4410-8619-339a337f4b69,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230179,2023-2,Ingeniería Agroindustrial,2023,90.0,87.8,2,0,0,15.0,5.43,81.96,6,2,2,1,0,3,0,0,Regular,7.0,7.0,276,2,0,0,0,0,-4.4,5.09,0,2,0,2,2,1,0,91efc261-9fa1-4410-8619-339a337f4b69,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230179,2024-1,Ingeniería Agroindustrial,2023,88.7,86.1,3,0,0,21.0,7.61,86.08,6,1,1,1,0,2,0,0,Regular,6.0,6.0,276,3,1,0,0,0,-3.9,6.35,0,1,0,1,1,1,0,91efc261-9fa1-4410-8619-339a337f4b69,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230179,2025-1,Ingeniería Agroindustrial,2023,87.45,83.7,4,0,0,25.0,9.06,82.12,7,0,1,1,0,0,0,1,Regular,4.0,4.0,276,4,3,0,0,0,-5.0,7.53,0,1,0,1,0,0,0,91efc261-9fa1-4410-8619-339a337f4b69,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230188,2022-2,Ingeniería Agroindustrial,2023,89.0,89.0,2,0,0,16.0,5.8,85.21,3,1,0,1,0,1,0,0,Regular,16.0,16.0,276,1,0,0,0,0,0.0,24.01,0,0,0,1,1,0,0,eb48a859-0a20-4071-8763-24daad644595,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230188,2023-1,Ingeniería Agroindustrial,2023,82.72,76.45,4,0,0,30.0,10.87,85.16,6,0,1,1,0,1,0,0,Regular,14.0,14.0,276,2,0,0,0,0,-12.55,12.6,0,1,0,2,0,1,0,eb48a859-0a20-4071-8763-24daad644595,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230188,2023-2,Ingeniería Agroindustrial,2023,84.76,92.9,5,0,0,35.0,12.68,91.29,3,2,2,0,0,1,0,0,Regular,5.0,5.0,276,3,0,0,0,0,10.18,7.94,0,2,0,2,0,1,0,eb48a859-0a20-4071-8763-24daad644595,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230188,2024-1,Ingeniería Agroindustrial,2023,86.28,93.9,6,0,0,41.0,14.86,87.24,4,2,1,0,0,0,0,0,Regular,6.0,6.0,276,4,0,0,0,0,9.14,7.25,0,1,0,1,0,0,0,eb48a859-0a20-4071-8763-24daad644595,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20230188,2025-1,Ingeniería Agroindustrial,2023,82.74,72.1,8,0,0,53.0,19.2,78.95,5,2,1,2,0,3,0,1,Regular,12.0,12.0,276,5,2,0,0,0,-14.18,1.44,0,1,0,2,2,1,0,eb48a859-0a20-4071-8763-24daad644595,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240031,2023-1,Ingeniería Agroindustrial,2024,67.7,67.7,0,1,0,0.0,0.0,67.35,9,2,3,1,0,2,0,1,Irregular,6.0,0.0,276,1,0,1,1,0,0.0,8.71,1,2,1,2,1,1,0,6cdbaff4-e0e9-4b2d-b98d-9e28b7ba65d1,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240031,2024-1,Ingeniería Agroindustrial,2024,78.08,81.53,3,1,0,14.0,5.07,84.64,7,1,1,0,0,1,0,1,Regular,14.0,14.0,276,2,0,0,1,0,13.83,107.38,0,1,0,2,0,1,0,6cdbaff4-e0e9-4b2d-b98d-9e28b7ba65d1,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240106,2022-1,Ingeniería Agroindustrial,2024,70.0,,0,0,1,0.0,0.0,77.02,6,1,0,1,0,1,0,0,Regular,6.0,0.0,276,1,0,0,0,1,,9.5,0,0,0,0,0,1,1,6abb4553-df17-4698-b61f-593a08a8f4c5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240106,2023-1,Ingeniería Agroindustrial,2024,78.5,78.5,1,0,0,6.0,2.17,85.42,5,0,0,1,0,1,0,0,Regular,6.0,6.0,276,2,0,0,0,0,0.0,4.29,0,0,0,0,1,0,0,6abb4553-df17-4698-b61f-593a08a8f4c5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240106,2023-2,Ingeniería Agroindustrial,2024,72.05,65.6,1,1,0,6.0,2.17,70.42,8,2,2,4,0,3,0,1,Regular,6.0,0.0,276,3,0,1,1,0,-12.9,2.51,1,1,1,1,2,1,0,6abb4553-df17-4698-b61f-593a08a8f4c5,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240170,2022-1,Ingeniería Agroindustrial,2024,87.1,87.1,1,0,0,7.0,2.54,89.36,4,2,0,1,0,3,0,0,Regular,7.0,7.0,276,1,0,0,0,0,0.0,5.08,0,0,0,0,2,1,0,66457ce8-92e9-46cb-a34e-601ba949e211,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240170,2022-2,Ingeniería Agroindustrial,2024,83.5,79.9,2,0,0,11.0,3.99,85.82,5,0,0,2,0,3,0,0,Regular,4.0,4.0,276,2,0,0,0,0,-7.2,6.24,0,0,0,0,2,1,0,66457ce8-92e9-46cb-a34e-601ba949e211,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240170,2023-1,Ingeniería Agroindustrial,2024,84.57,86.7,3,0,0,17.0,6.16,83.75,3,0,1,1,0,0,0,0,Regular,6.0,6.0,276,3,0,0,0,0,3.2,8.96,0,1,0,1,0,0,0,66457ce8-92e9-46cb-a34e-601ba949e211,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240170,2023-2,Ingeniería Agroindustrial,2024,82.39,80.75,7,0,0,36.0,13.04,85.01,7,0,3,2,0,2,0,0,Regular,19.0,19.0,276,4,0,0,0,0,-3.82,6.46,0,3,0,4,2,0,0,66457ce8-92e9-46cb-a34e-601ba949e211,844ebae3-2210-4f59-81a8-ad42018438f6,
IAG20240177,2022-2,Ingeniería Agroindustrial,2024,72.0,72.0,1,0,0,8.0,2.9,82.3,7,2,0,2,0,1,0,0,Regular,8.0,8.0,276,1,0,0,0,0,0.0,5.62,0,0,0,0,1,0,0,2a72a27a-eee6-4d1a-b503-a90a30b166b9,844ebae3-2210-4f59-81a8-ad42018438f6,
