document_id,descriptor_hash
IAG20240170::Mayo-Agosto 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20240170::Septiembre-Diciembre 2022,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20240170::Septiembre-Diciembre 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20240177::Enero-Abril 2023,602f431a5422e6ddd975353045d99cedaf64b0f4d695c961b1bf9520312326cb
IAG20240177::Septiembre-Diciembre 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20240207::Enero-Abril 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20240207::Septiembre-Diciembre 2022,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20240207::Septiembre-Diciembre 2023,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20240211::Enero-Abril 2023,7eaee4bb36a138a9046cf695272d202a8d4c8c32f2a7ace76cc5eb429299f300
IAG20240211::Mayo-Agosto 2023,7eaee4bb36a138a9046cf695272d202a8d4c8c32f2a7ace76cc5eb429299f300
IAG20240211::Septiembre-Diciembre 2022,3f27ef9a461cd4a819fa61dd56037d32616214d1b4bbaba1d53fef9dce7d1525
IAG20240211::Septiembre-Diciembre 2023,4384b62dab348c0fdc2bef798da87389d81382b9ae2122092b15b88bf567a0c2
IAG20240216::Enero-Abril 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20240216::Septiembre-Diciembre 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20240230::Enero-Abril 2023,dfe7a9dccc81facbb7a96211a600e4a463881d3b3b266cf9a0b00cf3ec849226
IAG20240237::Enero-Abril 2023,0de3386738aa07223f0cd4054e7d5bdeede753aaa6c158fc88e87481474f57b3
IAG20240237::Mayo-Agosto 2023,a5de48df5a83122f8205f3d0eafb59f87f8153cf284ed24f78a7cea31395362c
IAG20240237::Septiembre-Diciembre 2022,b639955d381cc86ba8ae1bedeb65cbf837dc323265722a4bcc9a4d39ec85b38a
IAG20240237::Septiembre-Diciembre 2023,1cad6aca141ead8cf64068c1eca631d7031f4eb4fdfa19b36f0e40637dab8723
IAG20240250::Enero-Abril 2023,e836b92dfc75652163bf90c1a5eed987538cd3ab08becc2e5862554d87bd2d74
IAG20240250::Mayo-Agosto 2023,97c19b32f69e2103955589067178efb71888ede2d99f1645f9cb78277759da83
IAG20240250::Septiembre-Diciembre 2023,4ef9d22cadbd8a7df2be416ca9f74a0a0c63bb86b828d28d77d3853d0798fbf6
IAG20240277::Mayo-Agosto 2023,dfe7a9dccc81facbb7a96211a600e4a463881d3b3b266cf9a0b00cf3ec849226
IAG20240277::Septiembre-Diciembre 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20240286::Enero-Abril 2023,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20240302::Enero-Abril 2023,97c19b32f69e2103955589067178efb71888ede2d99f1645f9cb78277759da83
IAG20240302::Mayo-Agosto 2023,4aee65686cf0027857c6101a90563c593aabf65e020618f72e8fe94b95e83fd1
IAG20240302::Septiembre-Diciembre 2022,5e6db20881ecb5f8607202aaa4bbc7924963619f4e42764c4c4f1f2f779b9a1c
IAG20240302::Septiembre-Diciembre 2023,a5de48df5a83122f8205f3d0eafb59f87f8153cf284ed24f78a7cea31395362c
IAG20240321::Enero-Abril 2023,7dfa8ea70ee84f5d81000dfd65340616517f658dfb32b0d0078d22214144511f
IAG20240347::Enero-Abril 2023,39343f7abfc22a809e7ad6a69d4392d19e40e5729c0ae91a7e37ac1e8c5a879f
IAG20240347::Mayo-Agosto 2023,625e9473e521576874e7c94d17acc73f513cc7c31326a9a56cd5d9c897d08bf0
IAG20240347::Septiembre-Diciembre 2022,39343f7abfc22a809e7ad6a69d4392d19e40e5729c0ae91a7e37ac1e8c5a879f
IAG20240347::Septiembre-Diciembre 2023,a5de48df5a83122f8205f3d0eafb59f87f8153cf284ed24f78a7cea31395362c
IBM20200010::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200010::Septiembre-Diciembre 2022,700f311ba64c91928f5ebe8552dc1f8f7b4a74dbbf4935a618aab17257148542
IBM20200010::Septiembre-Diciembre 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200017::Enero-Abril 2023,6ac698320d857485fb3eb65fbb7b2974b3be084f27ae4c52ce9fa284daf2400a
IBM20200017::Septiembre-Diciembre 2022,6ac698320d857485fb3eb65fbb7b2974b3be084f27ae4c52ce9fa284daf2400a
IBM20200017::Septiembre-Diciembre 2023,6ac698320d857485fb3eb65fbb7b2974b3be084f27ae4c52ce9fa284daf2400a
IBM20200042::Enero-Abril 2023,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20200042::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200042::Septiembre-Diciembre 2023,bbc4fc8bc0938b58964f1be5119873dc18db6dadd6dadff52e10aad422409b84
IBM20200056::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200057::Enero-Abril 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200057::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200057::Septiembre-Diciembre 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200058::Enero-Abril 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200058::Septiembre-Diciembre 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200077::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200077::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200077::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200082::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200082::Septiembre-Diciembre 2022,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200093::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200093::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200093::Septiembre-Diciembre 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200107::Septiembre-Diciembre 2022,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20200150::Enero-Abril 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200150::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200150::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200150::Septiembre-Diciembre 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200203::Enero-Abril 2023,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20200203::Mayo-Agosto 2023,7862a7e2eecf206634044100fbc2901d5cff2034409411b8c18dc0304cbfe4c9
IBM20200203::Septiembre-Diciembre 2022,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20200203::Septiembre-Diciembre 2023,c036d93005ff8052a148df892c19d540fbddff36f481bc742e0bab3c7356140d
IBM20200226::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200226::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200226::Septiembre-Diciembre 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200255::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200255::Septiembre-Diciembre 2022,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200255::Septiembre-Diciembre 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200260::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200260::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200311::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200329::Enero-Abril 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200329::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200329::Septiembre-Diciembre 2022,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20200331::Enero-Abril 2023,5bb34f9a8610ee680674a0df92ee9117c0dbe1acc23f52a0c36eb88908d0bf40
IBM20200331::Septiembre-Diciembre 2023,7862a7e2eecf206634044100fbc2901d5cff2034409411b8c18dc0304cbfe4c9
IBM20200333::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200333::Mayo-Agosto 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200333::Septiembre-Diciembre 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200336::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200336::Septiembre-Diciembre 2022,700f311ba64c91928f5ebe8552dc1f8f7b4a74dbbf4935a618aab17257148542
IBM20200338::Enero-Abril 2023,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20200338::Mayo-Agosto 2023,bbc4fc8bc0938b58964f1be5119873dc18db6dadd6dadff52e10aad422409b84
IBM20200338::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200338::Septiembre-Diciembre 2023,bbc4fc8bc0938b58964f1be5119873dc18db6dadd6dadff52e10aad422409b84
IBM20200343::Enero-Abril 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200343::Mayo-Agosto 2023,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20200343::Septiembre-Diciembre 2022,700f311ba64c91928f5ebe8552dc1f8f7b4a74dbbf4935a618aab17257148542
IBM20200343::Septiembre-Diciembre 2023,9bf201fa702d84114b4261a80f559ef60e607c41bc068ee3b60a7a1e5c9efa9f
IBM20200375::Septiembre-Diciembre 2022,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20200375::Septiembre-Diciembre 2023,9bf201fa702d84114b4261a80f559ef60e607c41bc068ee3b60a7a1e5c9efa9f
IBM20210004::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20210004::Septiembre-Diciembre 2022,dab4811ab159b87fd4f3648b78caffda4aca9d43a24dc7c24be3413ad011a869
IBM20210004::Septiembre-Diciembre 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20210044::Septiembre-Diciembre 2022,7b46d019642793a079c73032d65015749638188377699648ffd06366811048da
IBM20210044::Septiembre-Diciembre 2023,49c2e5bc6199f85a7d7398e4086d5e69e369796a1da3d073c66fe73d2bf32dae
IBM20210049::Enero-Abril 2023,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20210049::Septiembre-Diciembre 2023,bbc4fc8bc0938b58964f1be5119873dc18db6dadd6dadff52e10aad422409b84
IBM20210070::Septiembre-Diciembre 2022,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210102::Mayo-Agosto 2023,50a227e8342eef97dc95c990383f5ba5f2be4ff9953d9f516a797b20fd32d0bf
IBM20210102::Septiembre-Diciembre 2022,5f39ba42fb6499ad0bbdcfe678f7001ac10f1eb40d15c93af49c869018095f84
IBM20210102::Septiembre-Diciembre 2023,9d966bb13995dfa71e67d7de2d7d59c0783137730d59cc02555ff5b28c63c953
IBM20210111::Enero-Abril 2023,444c51af2ca258cd90b8aaecf59fcb4803b3a9c85b0ada88440df77055ee26e9
IBM20210111::Septiembre-Diciembre 2022,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210111::Septiembre-Diciembre 2023,bbc4fc8bc0938b58964f1be5119873dc18db6dadd6dadff52e10aad422409b84
IBM20210147::Septiembre-Diciembre 2022,edbc1c1fac164510e6b7999435eb640405e061b1904712d30a61e3967f73b0b8
IBM20210147::Septiembre-Diciembre 2023,6f5d077f56b1943481ce8930e30d30fafc2588c7d084990694ff334c69b95883
IBM20210151::Septiembre-Diciembre 2023,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20210204::Enero-Abril 2023,444c51af2ca258cd90b8aaecf59fcb4803b3a9c85b0ada88440df77055ee26e9
IBM20210204::Septiembre-Diciembre 2022,7b46d019642793a079c73032d65015749638188377699648ffd06366811048da
IBM20210204::Septiembre-Diciembre 2023,80eb825ccec92e7af97ad173e773ecbf87afaf74f85ea0b654e9f4c6a4e6b57a
IBM20210205::Enero-Abril 2023,49c2e5bc6199f85a7d7398e4086d5e69e369796a1da3d073c66fe73d2bf32dae
IBM20210205::Mayo-Agosto 2023,49c2e5bc6199f85a7d7398e4086d5e69e369796a1da3d073c66fe73d2bf32dae
IBM20210205::Septiembre-Diciembre 2022,dab4811ab159b87fd4f3648b78caffda4aca9d43a24dc7c24be3413ad011a869
IBM20210263::Enero-Abril 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210294::Enero-Abril 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210294::Mayo-Agosto 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210294::Septiembre-Diciembre 2022,7b46d019642793a079c73032d65015749638188377699648ffd06366811048da
IBM20210294::Septiembre-Diciembre 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210298::Enero-Abril 2023,9bf201fa702d84114b4261a80f559ef60e607c41bc068ee3b60a7a1e5c9efa9f
IBM20210310::Mayo-Agosto 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20210310::Septiembre-Diciembre 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20210325::Enero-Abril 2023,dab4811ab159b87fd4f3648b78caffda4aca9d43a24dc7c24be3413ad011a869
IBM20210325::Septiembre-Diciembre 2022,5b91ddc87b0273de87f7829cc45b5ce5b32dcfb80d02d50d0232d61658eead22
IBM20210325::Septiembre-Diciembre 2023,ff27e3e948f950d02993ace3d7c78f7e1ef05155a1af48135f2cdcc05a2f1390
IBM20210330::Septiembre-Diciembre 2022,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210330::Septiembre-Diciembre 2023,7862a7e2eecf206634044100fbc2901d5cff2034409411b8c18dc0304cbfe4c9
IBM20210335::Septiembre-Diciembre 2022,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20210335::Septiembre-Diciembre 2023,564421ef53b9f51011665a6ca02ea6cc58914cb6adb86c6a4301d93f792c8028
IBM20220096::Mayo-Agosto 2023,7c2fa8c08a5231aa188d5a1301f0e3024b0e7c4217c6bbd6708e3428dd57186d
IBM20220096::Septiembre-Diciembre 2022,5b91ddc87b0273de87f7829cc45b5ce5b32dcfb80d02d50d0232d61658eead22
IBM20220096::Septiembre-Diciembre 2023,dab4811ab159b87fd4f3648b78caffda4aca9d43a24dc7c24be3413ad011a869
IBM20220115::Mayo-Agosto 2023,eef05e1915d19f6a530303018fbc64252fcdb554860c974cc246a2e4aaa0fcaa
IBM20220115::Septiembre-Diciembre 2022,ecbb769db19c8de53cb52675a6f7a2417f262236737f9e1d5f3e8434683e35e2
IBM20220115::Septiembre-Diciembre 2023,444c51af2ca258cd90b8aaecf59fcb4803b3a9c85b0ada88440df77055ee26e9
IBM20220125::Enero-Abril 2023,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20220125::Mayo-Agosto 2023,9fd7f0cb3dcd66b86ee9a390948ed5af32d3011a1cbc295969b170598cc3f955
IBM20220125::Septiembre-Diciembre 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20220144::Enero-Abril 2023,444c51af2ca258cd90b8aaecf59fcb4803b3a9c85b0ada88440df77055ee26e9
IBM20220144::Septiembre-Diciembre 2022,bc54f57fa72a97d5eb05b9da2d822e804cb178c621f67daaf2adcce4e542b9e9
IBM20220144::Septiembre-Diciembre 2023,290872e014176e8eeb57ce1841c66814ec5f8aeacdebd6aa31484cdc97a447b3
IBM20220185::Mayo-Agosto 2023,ecbb769db19c8de53cb52675a6f7a2417f262236737f9e1d5f3e8434683e35e2
IBM20220185::Septiembre-Diciembre 2022,ecbb769db19c8de53cb52675a6f7a2417f262236737f9e1d5f3e8434683e35e2
IBM20220185::Septiembre-Diciembre 2023,f013d25eec9fe8efd3878b14cc29d107cf0f5de958836d1cfb96059b22c81848
IBM20220193::Enero-Abril 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20220193::Septiembre-Diciembre 2023,f013d25eec9fe8efd3878b14cc29d107cf0f5de958836d1cfb96059b22c81848
IBM20220209::Enero-Abril 2023,49c2e5bc6199f85a7d7398e4086d5e69e369796a1da3d073c66fe73d2bf32dae
IBM20220218::Mayo-Agosto 2023,64f0d1028ab740f4b71c8fc7dc21521e3a4638f31208b5a84944e139839e8a1c
IBM20220218::Septiembre-Diciembre 2023,54b4e57e204460c7869f9baccc11b1cf4a7f54b62bef76ac5837ec5cc628e69d
IBM20220278::Enero-Abril 2023,444c51af2ca258cd90b8aaecf59fcb4803b3a9c85b0ada88440df77055ee26e9
IBM20220278::Mayo-Agosto 2023,5b282ece012589c2277f35b67b9a9e531a8f46aadae9bc2dba8ff352c561fdc3
IBM20220278::Septiembre-Diciembre 2022,5b91ddc87b0273de87f7829cc45b5ce5b32dcfb80d02d50d0232d61658eead22
IBM20220278::Septiembre-Diciembre 2023,444c51af2ca258cd90b8aaecf59fcb4803b3a9c85b0ada88440df77055ee26e9
IBM20220295::Enero-Abril 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20220295::Septiembre-Diciembre 2022,7b46d019642793a079c73032d65015749638188377699648ffd06366811048da
IBM20220359::Enero-Abril 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20220359::Septiembre-Diciembre 2023,5b91ddc87b0273de87f7829cc45b5ce5b32dcfb80d02d50d0232d61658eead22
IBM20220362::Mayo-Agosto 2023,edbc1c1fac164510e6b7999435eb640405e061b1904712d30a61e3967f73b0b8
IBM20220362::Septiembre-Diciembre 2023,bc54f57fa72a97d5eb05b9da2d822e804cb178c621f67daaf2adcce4e542b9e9
IBM20230006::Enero-Abril 2023,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20230006::Septiembre-Diciembre 2022,a8406f70e304346369336e79c1d9783bd919af63eb736c0a1960dfe2828bae90
IBM20230013::Septiembre-Diciembre 2023,97a33e252d6eb5c07ae9024b8ef8040be55af0a82a2e879513b0c121e9ea779b
IBM20230025::Mayo-Agosto 2023,9fd7f0cb3dcd66b86ee9a390948ed5af32d3011a1cbc295969b170598cc3f955
IBM20230025::Septiembre-Diciembre 2022,f43209cfeb6f985a9957491f099d1ceba54035a629c42281f6ed6aeac6558bd6
IBM20230025::Septiembre-Diciembre 2023,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20230064::Enero-Abril 2023,85ccee9dfad7fd85dcbc9296f6f0329463e62e9010e5914fc3412e94891dcc24
IBM20230064::Mayo-Agosto 2023,85ccee9dfad7fd85dcbc9296f6f0329463e62e9010e5914fc3412e94891dcc24
IBM20230064::Septiembre-Diciembre 2022,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20230091::Enero-Abril 2023,f43209cfeb6f985a9957491f099d1ceba54035a629c42281f6ed6aeac6558bd6
IBM20230091::Mayo-Agosto 2023,a8406f70e304346369336e79c1d9783bd919af63eb736c0a1960dfe2828bae90
IBM20230091::Septiembre-Diciembre 2022,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20230091::Septiembre-Diciembre 2023,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20230131::Enero-Abril 2023,b06105d870e2c07299ca1c909305868068176194fd2e196bf7718b6ca3566486
IBM20230131::Septiembre-Diciembre 2022,f01bf9dcef3095592f67aa6e10b13fee25ffc8bfbd173772d568542dda882b0d
IBM20230131::Septiembre-Diciembre 2023,2738c2640775a829e1df0a4267f64aafaec226219118fd58a19162f71c0fdcc6
IBM20230228::Enero-Abril 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20230228::Mayo-Agosto 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20230233::Enero-Abril 2023,f43209cfeb6f985a9957491f099d1ceba54035a629c42281f6ed6aeac6558bd6
IBM20230233::Septiembre-Diciembre 2023,8a5e6ed3029d0994f78514250d01f35cf575d39389b59e9877fca340ac6edbbc
IBM20230257::Mayo-Agosto 2023,3dca8a201f6be0d7230b148a51a0cb27df10fb0303372d33d2a770675ad9bb64
IBM20230257::Septiembre-Diciembre 2022,9fd7f0cb3dcd66b86ee9a390948ed5af32d3011a1cbc295969b170598cc3f955
IBM20230257::Septiembre-Diciembre 2023,71edffa6ff77988d01466e85c196f093daaad498d92cac74d44f46d675862064
IBM20230269::Mayo-Agosto 2023,8a5e6ed3029d0994f78514250d01f35cf575d39389b59e9877fca340ac6edbbc
IBM20230269::Septiembre-Diciembre 2022,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20230269::Septiembre-Diciembre 2023,57c12f51d9b4078a1eaccf9ce89618b31af81f3f618961a5ae4a60701ee3234d
IBM20230288::Enero-Abril 2023,2ad54a58569533666db0c8e140600b11640f6790758f4f2259e7bd55df6e58bd
IBM20230288::Mayo-Agosto 2023,8a5e6ed3029d0994f78514250d01f35cf575d39389b59e9877fca340ac6edbbc
IBM20230288::Septiembre-Diciembre 2022,d2da44e9c05051a980f8f912343866c5a22a23793f1ca22b7e3a065beac22321
IBM20230288::Septiembre-Diciembre 2023,f013d25eec9fe8efd3878b14cc29d107cf0f5de958836d1cfb96059b22c81848
IBM20230300::Enero-Abril 2023,8a5e6ed3029d0994f78514250d01f35cf575d39389b59e9877fca340ac6edbbc
IBM20230300::Septiembre-Diciembre 2022,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20230300::Septiembre-Diciembre 2023,6c9b1fc52e397412007551da86825e710e80b273cc6bb196233b9603d33d4b67
IBM20230341::Mayo-Agosto 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20230351::Enero-Abril 2023,9fd7f0cb3dcd66b86ee9a390948ed5af32d3011a1cbc295969b170598cc3f955
IBM20230351::Septiembre-Diciembre 2022,9fd7f0cb3dcd66b86ee9a390948ed5af32d3011a1cbc295969b170598cc3f955
IBM20230372::Septiembre-Diciembre 2023,500ab9e96823c0cf096a719ce334e9fb4f214e5af93ebda34be68f4ce87bd3df
IBM20240003::Enero-Abril 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20240003::Mayo-Agosto 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20240003::Septiembre-Diciembre 2022,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20240037::Enero-Abril 2023,6c9b1fc52e397412007551da86825e710e80b273cc6bb196233b9603d33d4b67
IBM20240037::Septiembre-Diciembre 2022,8a5e6ed3029d0994f78514250d01f35cf575d39389b59e9877fca340ac6edbbc
IBM20240118::Mayo-Agosto 2023,a08c75394f7c6ec96e2c2c4067601050d7fa60ad7577021fa4ec4dbdbd08c0d3
IBM20240118::Septiembre-Diciembre 2023,6c9b1fc52e397412007551da86825e710e80b273cc6bb196233b9603d33d4b67
IBM20240137::Enero-Abril 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20240137::Mayo-Agosto 2023,bc358955690e53405ae5a2f4b8ca5ba064e1daf5fc46d71b598ed34d953df780
IBM20240145::Enero-Abril 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20240145::Septiembre-Diciembre 2022,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20240145::Septiembre-Diciembre 2023,bf7f94850cbf0e964326f80f2bd7176288756d649fcea36197ceeb36c3139b77
IBM20240161::Enero-Abril 2023,2738c2640775a829e1df0a4267f64aafaec226219118fd58a19162f71c0fdcc6
IBM20240161::Mayo-Agosto 2023,b06105d870e2c07299ca1c909305868068176194fd2e196bf7718b6ca3566486
IBM20240161::Septiembre-Diciembre 2022,fe74c6d62a660ab990d63a1625e36ce94447681d9b90b542d0e33af2bf8168be
IBM20240169::Mayo-Agosto 2023,f01bf9dcef3095592f67aa6e10b13fee25ffc8bfbd173772d568542dda882b0d
IBM20240169::Septiembre-Diciembre 2022,3e5040d3aca8761142ed4cbd2c5001a441ba6e9d3fd85f9e146859d43b410aef
IBM20240169::Septiembre-Diciembre 2023,8a5e6ed3029d0994f78514250d01f35cf575d39389b59e9877fca340ac6edbbc
IBM20240190::Septiembre-Diciembre 2022,7958ce2ab85e921f68d04b1f88c9c6703f374f5d5734eb112dd408a49016d4bc
IBM20240198::Mayo-Agosto 2023,2738c2640775a829e1df0a4267f64aafaec226219118fd58a19162f71c0fdcc6
